,object,scale,angle_deg,scattered_re_0,scattered_im_0,scattered_re_1,scattered_im_1,scattered_re_2,scattered_im_2,scattered_re_3,scattered_im_3,scattered_re_4,scattered_im_4,scattered_re_5,scattered_im_5,scattered_re_6,scattered_im_6,scattered_re_7,scattered_im_7,scattered_re_8,scattered_im_8,scattered_re_9,scattered_im_9,scattered_re_10,scattered_im_10,scattered_re_11,scattered_im_11,scattered_re_12,scattered_im_12,scattered_re_13,scattered_im_13,scattered_re_14,scattered_im_14,scattered_re_15,scattered_im_15,scattered_re_16,scattered_im_16,scattered_re_17,scattered_im_17,scattered_re_18,scattered_im_18,scattered_re_19,scattered_im_19
40,bone,438.13583,-2.8251727,-0.31587422,0.56137705,0.01928695,0.1430034,0.16026841,-0.25115597,0.10523523,-0.21486521,0.14904621,0.043298475,0.26763305,-0.30326584,0.2342107,0.15539323,-0.24840789,-0.19980918,-0.47324023,-0.21833035,-0.43968523,0.27242038,0.92562157,-0.004244529,0.20832238,0.3426883,0.13443694,-0.103811145,0.550673,0.2229988,0.030175518,0.26566222,0.22866164,-0.05979482,0.037352405,-0.7598355,-0.27710834,-0.5196778,-0.103285,-0.16050191,0.5299324,0.19045545
41,hook,324.55307,19.46059,-0.14604536,1.0312684,0.7642686,-0.15953147,-0.30579293,1.2588764,-1.0085449,-0.1886864,0.09146705,-0.02571281,-0.24309818,0.048538998,0.5614936,-0.38598517,1.0425868,0.5493448,-0.16434959,0.274224,0.12930946,-1.091663,0.18516628,0.14327356,-1.557835,0.60240847,-0.9389424,0.6627594,0.27239904,-0.516195,-0.5468586,-0.015503058,-0.09441263,-0.03027239,0.7794841,-0.6155832,0.51420844,-0.93782735,-0.23599634,-0.43466896,-0.28878772,-0.45537865
42,bone,442.1687,22.038359,-0.11369141,0.26648602,0.19444257,0.16210465,-0.089721724,-0.17595305,0.08800147,0.12888363,-0.06030669,-0.031074824,0.028524648,-0.00097595574,-0.0066073504,-0.7908489,-0.33256868,-0.99326426,-0.2461527,0.492534,0.19519229,0.32189798,-0.10511994,-0.37477607,-0.2640123,0.22401185,0.63425857,0.19687368,-0.37959272,1.1236714,0.97691447,0.21179026,-0.6078574,-0.28323668,0.3012074,-0.0862254,0.26270145,-0.27103502,-0.034429923,-0.11734851,0.13926885,-0.2386627
43,hook,389.3196,-23.408735,0.05232826,0.72626704,0.15396054,-0.73943114,-0.2627231,0.5809,-0.8540154,-1.430568,0.22436938,-0.5004472,-0.5871618,-0.19436482,-0.6826471,0.15293176,-1.0452873,0.101804234,0.1939523,-0.82470095,0.6691899,0.023821484,-0.07242379,0.20974262,0.23301394,-0.17346038,0.35289925,0.32230142,-0.13127387,0.004539368,-0.13961811,-0.37316546,-0.075816736,0.05931361,-0.25024346,0.29994267,-0.38795626,-0.18121585,0.45417753,-0.64635926,0.7070393,-0.10817287
44,hook,292.03217,-16.890043,0.47555095,0.5938837,-1.5972844,-0.6907019,1.0694685,-0.89743483,-0.37898034,-0.71496326,-1.0430738,-0.17068732,-0.7830214,-0.5263568,0.16939867,0.74205154,-0.09725606,0.4721579,0.4301391,0.16470623,0.6535089,1.0677269,-0.7933031,1.0623646,-0.32586622,0.6930491,0.29211774,-0.29287586,0.43046322,-0.2018209,-0.26341075,-0.5024683,0.30799532,0.33949894,0.64788204,-0.0069795237,0.5735401,-0.5151645,-1.0028559,-0.7230438,-0.08963398,0.46702567
45,hook,282.3007,-8.033893,0.39485177,1.205879,-1.3775326,-1.2961295,1.0716562,-0.4579912,0.21984504,-0.66204077,-0.99815613,0.8315229,-1.3972565,-0.8235702,-1.034163,-0.2523771,-0.83386034,-0.51637864,0.045628317,-0.55324244,1.1970514,1.3748535,0.5438985,1.130352,-0.46456933,-0.77844316,0.3051829,-0.34361413,0.3241622,0.42257693,0.18697913,-0.65226793,-0.32767698,0.16571681,-0.18297173,0.97405976,0.24784131,-0.15828015,-0.9296305,0.51556754,0.13991536,-0.79537153
46,treasure,370.09146,10.572181,0.5086965,0.54621756,-0.014581195,0.10892712,-0.16309953,-0.31450468,0.15593134,0.34792367,-0.21741758,-0.4171281,0.30037898,0.54460233,0.48977572,0.2953153,-0.21461152,-0.16548635,0.5300428,0.26095974,0.13423324,0.0029457032,-0.41051495,0.31344554,-0.6599791,0.3947107,1.0790086,0.56437993,0.50252223,-0.40177885,0.65967435,0.44306388,0.5453719,0.86019033,-0.14685735,0.26665705,0.26418278,-0.025647962,-0.071238294,0.3562998,0.52778363,-0.084710255
47,treasure,373.1733,32.312756,0.3020282,1.2173139,-0.09300393,-0.7072232,0.17059892,0.5922664,-0.72174203,-0.16178212,-0.0558956,0.7375015,0.072240934,0.11900405,-1.3465759,0.087651394,-0.2885816,0.3683619,0.35553375,-0.44571108,1.3169732,-0.035801616,-0.40547562,0.49050796,0.8897154,-1.3065435,-0.20787536,0.5652634,0.03785883,0.07876223,0.063187666,0.84282935,-0.51714396,-0.31261584,1.2541362,0.59048563,-0.41769794,-0.42575356,0.28297418,-0.64490104,-1.8976535,0.13161151
48,hook,321.59573,-32.48866,0.059626482,0.94753486,0.057950895,-1.1078943,0.37937966,1.0308374,-0.4743035,0.2575143,0.18124422,0.804905,0.14072786,0.10166079,-1.069346,-1.8183963,0.75554645,-0.30562142,0.007679779,0.13232245,1.1155868,-0.4006168,-0.913299,-1.6474948,0.32356307,-0.41432145,-0.15763834,0.49831495,0.14326751,-0.57554615,0.12111055,0.2223108,-0.60369015,0.18417616,0.04558389,-0.27106947,0.014304909,-0.12967172,-0.012271054,0.2293175,0.3042094,-0.23279242
49,hook,376.1657,-1.6328336,-0.11878095,1.1383612,-0.0027626513,-0.47208086,-0.021462796,0.19704501,-0.2792857,-1.4130555,0.3417049,-0.54496974,-0.604042,0.25117114,-0.6120532,-0.16069745,-0.20959063,-0.57291365,-0.011533319,-1.1701983,0.7604096,-0.7818057,-0.07506245,0.19232608,-1.1340069,0.70477134,-0.19988635,0.27296463,0.6409214,0.28934744,-0.028235277,0.32136813,-0.15412295,0.29586974,0.28101638,0.3628772,0.42341155,0.10286819,-0.044535946,-0.42145512,0.79128826,0.19290183
50,bone,431.6761,-9.375772,-0.35139948,0.42231542,-0.033266857,0.11942461,0.15588313,-0.05176058,0.24328716,-0.21173303,0.30589643,-0.24314775,0.03588607,0.21958545,0.18013076,0.216246,-0.13448858,-0.057434827,0.31942716,-0.26750562,0.3156943,-0.48438817,-0.34286526,-0.35946184,0.41100734,1.1214238,-0.92733824,-0.20179889,-0.23437946,0.18555948,-0.061660826,0.44148892,-0.17241287,0.2849193,-0.1521253,0.21257743,0.38773885,-0.23522098,0.42844468,-0.25581935,0.24700895,-0.03776141
51,bone,457.20822,28.769941,0.0803035,0.41803795,0.18388246,0.032241974,-0.10546872,-0.12874459,0.037676003,-0.025865898,0.13919473,0.21091582,-0.29896778,-0.2324003,-0.5758476,0.6063838,-0.9420296,0.3790339,0.7394132,-0.31968573,-0.16718912,-0.18564521,-0.19960722,0.18971679,0.40359887,0.0010989157,-0.015568653,-0.36184055,0.6045889,-0.065241225,0.63532335,-0.62091213,0.27575877,0.39746743,-0.16163655,-0.16889203,-0.059354667,-0.11410014,0.14701456,-0.06552764,0.15598969,-0.39974177
52,hook,372.31104,28.865896,-0.092350386,0.97398496,0.28628555,-0.10847535,-0.15736936,-0.013557776,-0.68675035,0.12076002,0.013489465,-0.5283208,0.74241155,-0.3786744,0.24626873,0.34974027,-0.0866935,0.4042374,0.084794484,-0.24029596,0.21404019,-0.7836667,0.2119466,0.510758,0.2766717,1.4137712,0.89995366,0.2393366,0.0055590095,-0.07012036,0.6859113,-0.1642592,-0.516231,-0.10844024,0.18269677,0.3357466,0.24158823,-0.642285,0.13794857,0.8827361,-0.04835277,1.0697423
53,bone,498.8908,-31.490234,0.09888484,0.3169897,0.38813394,0.11245721,0.13049392,-0.045176,0.055363595,-0.16268922,0.116025954,-0.32386932,0.13697228,-0.5457313,0.04882629,-0.6852762,-0.010121076,-0.49310157,0.15597738,-0.30812144,0.44561228,-0.36307725,0.22838943,0.26917008,0.065020256,-0.0819775,-0.007800841,0.12633477,-0.098094724,0.37185335,0.29299116,-0.4765163,-0.03719403,-0.57459754,-0.45096177,-0.19512117,0.21336652,-0.6130718,0.41611877,0.0023932122,0.30226845,0.2586372
54,hook,324.4093,-32.87474,0.09224616,0.99025047,-0.40186912,-0.98138696,0.9835743,0.30342594,-0.21836618,0.6879679,0.96643513,0.1447983,0.11023985,-0.14706887,-1.4318873,0.9282552,-0.9493473,-0.52561307,0.365338,-0.004491521,-0.7939413,-1.0146828,-0.85490847,1.3855553,-0.7562056,0.39858982,0.45757002,-0.42753732,-0.36749282,0.36078456,-0.15732503,-0.20667031,0.6350092,0.16276033,-0.060144763,0.31655815,-0.310129,0.18893959,0.08760451,-0.1557097,-0.26067865,-0.12978603
55,bone,379.85287,1.7835983,-0.3280117,0.6539017,0.09762515,0.04733751,0.09573046,-0.28744134,0.10225597,0.037842523,0.1226996,-0.45485392,0.22561456,0.13219137,-0.2316948,0.16217026,-0.2758325,0.5275453,-0.22998612,0.70806515,0.8503246,-0.27798504,-0.12203931,0.2654775,-0.029896488,-0.12773801,-0.1979547,0.25919026,-0.39904466,0.19904885,0.21010846,-0.10764844,-0.60775906,0.14058302,0.083067656,-0.9972058,0.1600874,0.40869182,-0.0062214117,0.5305435,0.29504296,-0.17826013
56,bone,427.39093,26.328474,0.0928996,0.49085337,0.06288787,-0.068149485,0.017330348,0.012042119,0.0963916,-0.053921685,-0.23683906,0.16052957,0.18734047,-0.31593764,-0.89749485,-0.8417185,-0.40326113,-0.20994404,0.6735735,0.45429116,-0.2915057,-0.17494503,0.03353602,0.18267147,0.1580568,-0.25717703,0.53625095,-0.21489237,0.43266553,-1.1861253,0.02408591,0.5893252,-0.23099479,0.06649707,-0.3674713,0.12716666,0.15345748,0.05615653,0.075073,0.13551,0.18514921,-0.30955544
57,bone,390.3591,8.126016,-0.42697293,0.5719342,0.10847069,-0.075752996,0.048317928,0.008121856,-0.13086769,0.28030008,-0.17863919,0.07105988,0.1077689,-0.11698495,-0.096755594,-0.11039383,-0.037405703,0.87803525,0.58543336,0.22477062,0.12027285,0.11142794,0.07912448,0.34291953,-0.23288131,-0.29518685,-0.023394704,0.028961308,-0.9278519,0.92326957,-0.08880239,-0.45290056,-0.21412736,0.031299286,0.00090758,0.26539746,-0.20670438,-0.3877768,0.91337067,-0.09563521,-0.33404675,-0.39650497
58,treasure,468.18976,-31.120205,0.17085153,0.9991713,0.16618863,-0.5737331,0.28947467,1.124518,-1.2228725,0.17944667,-0.23861606,-0.63630146,0.14654839,0.23151073,0.012521926,-0.27337024,-0.21227434,-0.31577542,0.33394378,-0.24445747,-0.61843765,0.11558856,0.028713463,0.12687355,1.2296398,0.6661616,-0.2862062,-0.49361798,0.20736249,0.40918478,0.21643215,0.12208139,0.6444975,0.8275441,-0.3303699,-0.7700077,-0.16603315,-0.39854696,0.0620295,-0.86429447,-0.39106882,0.1770992
59,hook,290.46646,5.04055,0.034203045,1.2666352,0.8540304,-0.5004919,-0.09636707,1.4437056,0.6981988,0.13095772,0.15512843,0.69554806,-1.4019626,0.10220077,0.32122523,-1.4955276,0.23172703,-0.39263895,0.7282021,-0.27856866,-0.72826785,0.13387437,1.2938337,-0.61488235,0.5284984,1.1185973,-0.057406865,0.21742329,-0.053039875,0.92663443,0.48499528,0.002431228,-0.7661587,-0.35549748,-0.5911987,0.13522507,-0.18427165,0.7471893,0.2292485,0.08998311,0.34777796,-0.27873474
60,hook,296.36945,-26.311644,-0.48308787,1.2454617,0.4556597,-1.088676,-0.5894767,1.0784949,0.12716725,0.9071191,0.39211062,0.3947948,-0.9244468,-1.2108366,0.7903173,-0.25208637,0.41290554,-0.83928937,0.776109,-0.3890648,1.6545911,-0.79862976,-0.46255553,-0.0019506415,0.5763152,0.647517,-0.29857466,-0.32796425,0.52601063,0.24999547,-0.62932104,-0.56549066,0.9312946,0.06298314,-0.025089035,0.25224155,0.36971164,-0.5973615,-0.088887,0.22576909,-0.26266068,-0.13197127
61,bone,416.57532,-21.011414,0.05400837,0.22460914,0.3991605,0.077267304,0.36925495,-0.059607044,0.3857782,-0.14038752,0.29009217,-0.05689685,0.15206335,0.10158659,0.33355954,0.3757064,-0.16487657,0.21025658,0.157995,0.018325342,-0.27340367,-0.04188261,-0.039093968,-0.17016092,0.11753826,0.3891532,0.34087124,0.66107774,0.43258265,-0.056976322,-0.3622294,0.42820075,-0.40014812,-0.658242,0.46453097,0.1367446,-0.3058076,0.40141922,0.80417275,0.4750492,-0.0028108493,0.2016611
62,hook,365.49496,3.3787894,-0.14462145,1.1357692,0.12185658,-0.42452595,0.23704551,-0.162855,0.79271466,-1.0749578,0.33537105,0.14471564,-0.26943618,-0.23631981,-0.12960109,-0.6025003,0.28115046,-0.51570743,0.8579709,-0.6047269,0.03899286,-0.5248448,-0.885409,-0.56832975,-0.17224115,-0.05135719,0.38302895,0.27776617,0.10801847,-0.14285594,-0.35155153,0.5024655,0.44345343,0.4900668,0.3238584,-0.29226786,0.3922952,-0.2494998,0.5411604,-0.02974153,0.08865465,-0.68308586
63,treasure,459.57187,25.40856,0.33766705,0.5049769,0.1869572,-0.08955333,-0.21927543,0.18927076,0.2652389,-0.110787205,-0.16522053,0.7177999,0.30762097,-0.2470332,0.11109333,-0.41853592,-0.10169924,0.40468973,0.18355313,1.1585913,-0.13754639,0.24415064,-0.12471888,0.096169315,1.5485241,-0.9048027,-0.06768078,-0.14892222,0.943662,-0.34273303,-0.8646364,0.46641046,0.39599,0.44804278,0.63023543,-0.6880583,-0.32202634,0.6029049,0.061424024,0.12444456,-0.5502098,0.27085292
64,hook,290.7102,12.30839,0.26136768,0.9953331,-0.11539018,0.8177612,-0.78767866,-0.14530851,-0.25653842,-0.009263263,-0.51168525,-0.37125129,0.24449751,-0.6565076,0.046628326,-0.20477876,0.44961777,-1.4591405,-0.22974132,-0.011474056,-0.6899574,-1.1238323,0.95088977,0.42777383,0.38462117,0.29807052,-0.037807547,-0.1745586,-0.09756601,0.4054354,-0.13745576,0.80548894,0.39124587,-0.5986728,-0.2089796,0.68964934,0.83897096,0.6692007,-0.06019821,-0.43449742,-0.7668445,1.4435327
65,bone,510.15195,20.597536,-0.351039,0.24637064,0.28838983,0.079755485,-0.10176362,0.03714531,0.0047655078,-0.07874904,0.0923693,0.021756476,-0.05815798,0.10567657,0.004901979,-0.153626,-0.49690986,-0.24397345,-1.0389605,0.010303954,-0.07065867,0.21075535,0.74265397,-0.463763,-0.22246893,0.18308683,-0.1737454,0.12436192,0.50518095,-0.23789774,-0.26836127,0.089553036,0.17594181,-0.2959961,-0.16903192,-0.67096955,-0.17955714,-0.31696123,0.07211877,-0.40777865,0.03912571,-0.023227511
66,treasure,423.85748,-4.708569,0.09528926,0.73510224,0.16367583,-0.50159645,0.35262525,0.1680466,-0.58303434,0.50300837,0.50657785,-0.8175935,0.053738058,0.37563437,-0.1101146,0.04277267,0.33296135,0.332544,0.02638407,0.397273,0.9661233,-0.27011743,-0.5072102,0.0247209,0.4197833,0.34716982,0.5003502,0.634814,0.3133371,-0.1328733,-0.20506836,-0.18841548,-0.04510482,-0.7776484,-0.2982409,0.0033876456,-0.7829265,-1.0395355,0.75885046,0.74774504,0.12790678,-0.6111082
67,hook,394.69742,-15.351422,0.023239061,0.79415035,-0.1223148,-0.562208,-0.15044458,0.4479822,-1.1618278,-0.7406079,0.0340731,-0.6643954,-0.16684312,0.25290188,0.011309682,0.13605236,-0.5210723,0.30693093,-1.0288703,-0.76683277,-0.42663053,-0.27412066,-0.5677807,0.2256208,-0.038948752,-0.24609374,0.5507179,0.44106936,-0.22289771,0.6702521,-0.36648706,-0.18769501,0.20447809,0.2332998,-0.16779594,0.32298794,0.09228242,-0.2625759,-0.37790543,-0.0897045,-0.807638,0.25904375
68,bone,394.58167,-2.872484,-0.4117843,0.42248213,0.09329725,0.07747077,0.3216874,-0.10823305,0.11608234,-0.01719766,0.06818949,0.06380973,0.4221617,0.36111397,-0.30839726,-0.09882669,0.26848134,-0.6011755,-0.21298261,-0.2263415,0.43597677,0.0283778,-0.6286536,0.66689503,0.02968463,0.49598533,0.17505178,0.57085794,0.11575032,0.10101116,0.28358927,0.024770757,0.017869078,-0.1448118,0.31230795,-0.6011984,-0.068751425,0.27912086,-0.0076579466,-0.19594449,-0.13555099,-0.4224464
69,bone,453.79782,-10.583559,-0.35863382,0.2951643,-0.032017525,0.028010301,0.16030934,-0.12018333,0.23503976,-0.2500101,0.20602189,-0.39715633,0.028646462,-0.082088634,-0.1412824,0.3109581,0.14253312,0.26861656,-0.3306373,0.12588847,0.3061694,-0.34482616,-0.20520125,-0.13798316,-0.10859397,-0.2598553,0.73475504,-0.8635823,0.21530718,0.37091824,-0.0035262094,0.03632081,-0.04297666,-0.027358713,0.15205488,-0.19390357,0.0031729087,-0.22433113,0.36737344,0.16790442,0.41430435,-0.044831738
70,bone,390.8229,23.738436,0.13332975,0.51521075,0.04187295,-0.13472559,0.018283686,0.11790785,0.09635833,-0.1919107,-0.12447368,0.20665379,-0.41137284,-0.16164804,-1.1123092,-0.02349565,0.007910228,0.5750558,0.6728501,-0.3232646,-0.5098508,0.21751453,0.111863926,-0.14440641,0.6866345,-0.80513304,0.05831988,-1.0782111,-0.5383683,0.66685987,0.16854836,-0.42073458,0.3071482,0.43929294,0.0036437637,-0.6370045,-0.13794667,-0.04434595,-0.21040434,0.34246337,-0.38477245,0.31389317
71,hook,376.49237,20.196745,-0.25469598,0.811315,0.43124437,-0.050306853,-0.26142138,0.60233116,-0.9928406,-0.32324106,0.22531058,-0.77059686,0.56719875,0.19260338,0.2721648,0.04841566,0.34806764,0.18668956,-0.17014872,0.5595941,-0.58292305,0.30792776,-0.14985092,-0.112559706,0.561572,-0.17144068,-0.45645657,-0.09891223,-0.79057705,-0.029123928,-0.47710675,0.6718734,0.49286425,-0.62029773,-0.2056692,-0.92834544,-0.27851573,-0.3397617,-0.32200313,-0.05765688,0.023570675,1.0653782
72,hook,292.55783,-1.7881804,-0.22757468,1.2789472,1.2613652,-0.29247203,-0.52362436,0.7838326,-0.25923932,0.9657306,0.75953525,0.5388411,-1.0324636,-0.12360119,0.34654477,0.27085045,-0.3599417,0.31163138,0.4539789,0.75480807,0.57958364,-0.41220373,0.8772728,0.18235482,-0.5867467,0.37995344,-0.3365058,0.10785129,0.09730035,0.4665822,0.0015774769,-0.7061832,1.4607003,-0.16957313,0.6339138,1.1903769,0.44166523,0.12364559,0.3832719,0.33384827,-0.011831226,-0.53618664
73,bone,432.63828,-28.928782,0.19236048,0.39178905,0.40902457,-0.091576084,-0.01618589,-0.16255283,-0.18367767,-0.22322725,-0.3617814,-0.33303452,-0.6204898,-0.28619722,-0.5997346,-0.08980709,-0.35505,-0.040187567,-0.6410713,-0.36129948,0.19492331,-0.45386285,0.04419231,-0.02808565,0.19331983,0.031266265,0.13183066,-0.06108516,-0.60375416,-0.1147079,-0.60419244,0.14820388,-0.19211878,0.18135172,-0.32233426,-0.063264936,0.6237417,-0.358875,-0.09351622,0.34926012,-0.5251108,-0.43686533
74,bone,493.93832,-31.706966,0.08576861,0.3333197,0.42426,-0.078169756,0.07759023,-0.122540325,-0.098541856,-0.11598031,-0.23461033,-0.19930132,-0.4829858,-0.20505178,-0.6900905,0.0008986148,-0.5230994,0.17805026,-0.3415688,0.05286034,-0.5959476,-0.09841588,-0.036461845,-0.364934,-0.04253998,-0.028349852,0.021238038,-0.057569828,0.32125166,-0.28172058,-0.51593477,0.26221547,-0.26228595,0.5435464,0.26360235,0.37447196,-0.589954,0.4031571,-0.2115073,-0.45049345,0.044247847,-0.22713614
75,bone,396.1316,-33.03515,0.37530592,0.6275941,0.25848144,-0.2835555,-0.13106589,0.02127366,0.07789256,-0.14208175,-0.05016714,-0.3389831,-0.27723196,-0.21448302,-0.1590818,0.29766873,0.009928917,0.4097954,0.0477335,0.07080592,-0.12543717,1.0878769,-0.5854478,-0.21963818,0.0074134665,-0.06903713,0.2723879,-0.27781048,-0.6282246,0.13512067,-0.32703546,0.7656693,-0.16547811,0.11885352,-0.5814507,0.44908488,0.4158779,-0.5130004,-0.0009381536,0.08299216,-0.452723,-0.77932763
76,bone,522.818,-19.070421,-0.21700391,0.3198934,0.07914517,-0.11532317,0.028199997,-0.31613126,-0.09448079,-0.3220886,-0.12927954,-0.20317739,-0.08076085,-0.106359325,-0.19076943,-0.16707288,-0.21107382,-0.10288202,0.039217908,-0.026971422,0.1354812,-0.2906973,0.18087399,0.40152213,-0.15497321,-0.20583078,0.0103305,-0.33115608,-0.4390323,-0.08671945,-0.48603034,0.27086836,0.14465049,-1.1137155,0.15726411,0.046832416,-0.03434835,0.09915138,0.1158215,0.107597105,0.06642155,-0.03106104
77,bone,496.53152,-14.99863,-0.33655843,0.22667445,-0.0072701303,-0.021657763,0.17134367,-0.078327805,0.2791117,-0.030569106,0.31075212,-0.066633165,0.3282855,-0.23826888,0.07851491,-0.16910073,-0.21501678,0.08439146,-0.2916539,0.23414259,-0.1708706,-0.3975569,0.34654683,0.44831347,0.18721858,-0.20694622,0.018758805,0.14878616,0.58520454,0.7387381,-0.669459,0.43267953,0.15922509,-0.256353,-0.023927659,0.014570815,-0.055008594,-0.0841389,-0.13383548,0.31255618,-0.16859698,-0.057864185
78,bone,522.3995,-31.82723,-0.024506094,0.41871363,0.2827627,-0.3183586,-0.048533358,-0.23598467,-0.12337009,0.021940894,-0.13062958,0.22664985,0.040427823,0.47464615,0.44765437,0.48622385,0.5678569,0.12958905,0.29936948,0.026194587,0.4677581,0.1590661,0.22260734,0.23398443,-0.032271933,0.11419891,0.1767741,-0.08955527,-0.35307527,0.50083727,0.3608085,-0.33836216,0.19933751,-0.35030788,-0.2723178,-0.6109383,0.14677916,-0.19106625,0.7119639,-0.20113592,-0.16930525,0.6844408
79,hook,307.4635,4.128166,-0.10055027,1.079089,-0.17588751,-0.4690029,1.5172023,-0.72511464,0.15447897,0.068281405,-0.1129454,-0.7306249,0.09779807,-0.70889044,1.4820329,-0.3583418,0.9769001,0.9646295,-0.024953004,-0.015871795,-0.13956968,-0.29246274,-0.66141057,-0.3478617,0.5975806,-0.7746439,0.29175425,-0.21624814,0.10383258,-0.13543753,-0.42216802,-0.24926762,0.18020703,-0.2657921,-0.07847516,-0.18561208,-0.14641418,-0.2968356,0.2990705,-0.04766507,-0.9750352,0.6900012
80,treasure,455.24796,25.425755,0.43839654,0.6187198,-0.07783646,-0.07363055,-0.09710491,-0.0073548784,0.05918378,0.17924899,-0.69950795,-0.0018921074,0.41759822,0.25531477,0.41885027,0.040816117,-0.4289508,-0.002644779,-0.99300784,0.4822055,-0.20731202,-0.0055257115,-0.25967497,-0.18201077,1.8431255,0.13121632,0.032445148,-0.19182289,0.9998786,-0.32371837,-0.34746403,0.449314,0.7768485,0.62239194,-0.53547007,-1.0861561,0.4631907,0.1995755,0.017033504,-0.53323317,0.24275328,0.026707236
81,treasure,376.94498,9.078382,0.29795942,0.45938367,0.42308354,-0.09112978,-0.52777696,0.25151473,0.40193734,-0.26583636,-0.40710065,0.3149064,0.47929394,-0.11691809,0.30812827,-0.010633192,-0.22957303,-0.14704937,0.38075134,-0.23589948,0.07100845,0.008513881,-0.50055677,-0.15542156,-0.68973154,0.22997251,-0.14471251,1.1290015,0.64361745,0.42631087,-0.9963793,0.5165564,-0.5435136,-0.44131142,-0.10458813,-0.14695059,0.001085815,-0.23618773,0.08713757,0.12888812,-0.07800829,-0.25093675
82,treasure,364.46115,-13.429903,0.008681151,1.4255649,-0.65029347,-0.5799508,-0.09171285,-0.7514095,0.90717006,-0.14701065,-0.2877581,0.60726786,0.6059325,-0.19950771,-1.2152661,0.03487274,1.1601233,-0.42552617,-0.4299421,0.5767158,0.5967921,-0.3814647,-1.217274,-1.1737132,-0.022407716,1.301829,0.2743986,-1.3701166,-0.033488363,-0.58558697,-0.69445276,1.3116404,-0.66946775,0.6199152,0.911639,-0.055365033,-1.2935305,0.65421927,0.42727512,-0.14822961,-0.62816083,-0.56012845
83,treasure,439.20917,10.5554905,0.06674369,0.38596776,0.47993994,-0.33971658,-0.13234751,0.4565845,-0.21858504,-0.32340392,0.26591697,0.049048267,-0.25292188,0.15243737,-0.10415784,-0.12685168,0.45531324,-0.21777613,-0.062083557,-0.4724422,0.5090798,0.39198235,0.042896777,-0.10470092,-0.27012563,0.031900395,-0.8599699,0.3588856,-0.2500758,-0.004920342,0.10790962,-0.30037564,-0.6401532,-0.059969276,-0.49394202,0.102169916,0.35093126,-0.7208663,-0.93734425,-0.1055327,0.6724583,0.93918234
84,treasure,370.2418,25.927708,0.57490575,1.1372567,-0.4779737,-0.5075804,0.60011804,0.268262,-0.7304462,0.20820844,0.5133386,-0.83902246,-0.3734712,-0.7412322,0.36240697,-0.10528412,0.035966527,-1.3545997,0.33944467,-0.36828163,-0.9297119,1.0843664,-0.3049067,0.75970984,0.13637151,0.42466155,0.08623531,0.2798204,-0.53766394,-0.21360953,0.34996805,-0.50490934,0.06708605,-0.31352773,-0.25405884,-0.26795134,-0.029391678,-0.28110412,-0.87061346,-0.4162526,-0.052967135,0.29699856
85,treasure,350.03708,9.7132,0.5981304,0.7694532,-0.40014666,-0.08656048,0.37862352,-0.25841498,-0.5218114,0.37243366,0.42398292,-0.4416894,-0.6696855,0.53056026,0.82413995,-0.20353352,-0.339795,-0.68937576,0.7717329,0.27424908,-0.5019024,-1.2854993,0.4548362,0.016982898,0.018648911,0.44087934,0.42007783,0.41676128,-0.10551674,-0.075298466,-0.82806456,-1.1778594,-0.19779837,0.28075486,0.029567288,-0.00836275,-0.49305713,-0.50033784,0.8778452,1.1137894,-1.1724528,0.092094146
86,hook,334.0063,-1.3776511,-0.055438824,0.74467504,-0.29461166,-0.2660086,1.4079611,-0.14489728,0.28065118,0.5798278,0.8653837,-0.34309608,0.263934,0.054418422,0.032656435,0.60458696,-1.0166293,0.08103437,0.15965787,-1.1215338,-0.42458677,-0.7779047,0.080972984,-0.5158515,-0.11111373,0.15819924,-0.04267843,-1.0564885,0.49458766,-0.30543837,0.24452555,-0.24760911,-0.056409694,-0.36609006,0.30428377,-0.15657085,-0.07772345,-0.16618125,0.57775974,-0.58499086,-0.7089272,0.42319542
87,treasure,344.40622,-34.076534,-0.6525611,0.82444876,1.2195923,-0.91621804,0.8330819,0.32138273,1.0107752,-0.00032220728,0.28468788,0.16129443,-0.7223083,0.07860576,-0.341564,-0.875446,-0.061686885,0.21771257,-0.23005165,-0.7857687,-0.12346192,0.24915265,0.3561956,-0.8384142,1.024897,0.08182822,-0.14055195,-0.776135,-0.0973275,-0.46256036,-0.8712931,-0.53430635,-0.19090483,0.017976327,1.3896575,0.09725345,0.2842407,0.18011689,0.10989908,-1.0849401,-0.25415972,-0.9567419
88,treasure,425.45657,20.167183,0.38841623,0.6649801,-0.11114569,-0.15899794,-0.0065028416,-0.07782856,0.2719221,-0.069201425,-0.088831656,0.3134791,0.29388762,0.54317975,0.7969664,0.21439779,-1.0413759,0.5389189,-0.32988438,0.43270335,0.12695695,0.5684135,0.37326908,0.06860127,1.1801208,-0.032091852,-0.22513743,-0.28478777,-0.18552953,-0.1361093,0.124269724,-0.15123649,0.412617,0.7634298,-0.10808374,-0.45214745,-0.77780163,1.0614469,0.8851676,-0.3099591,-0.60070467,0.17515576
