,object,scale,angle_deg,scattered_re_0,scattered_im_0,scattered_re_1,scattered_im_1,scattered_re_2,scattered_im_2,scattered_re_3,scattered_im_3,scattered_re_4,scattered_im_4,scattered_re_5,scattered_im_5,scattered_re_6,scattered_im_6,scattered_re_7,scattered_im_7,scattered_re_8,scattered_im_8,scattered_re_9,scattered_im_9,scattered_re_10,scattered_im_10,scattered_re_11,scattered_im_11,scattered_re_12,scattered_im_12,scattered_re_13,scattered_im_13,scattered_re_14,scattered_im_14,scattered_re_15,scattered_im_15,scattered_re_16,scattered_im_16,scattered_re_17,scattered_im_17,scattered_re_18,scattered_im_18,scattered_re_19,scattered_im_19,scattered_re_20,scattered_im_20,scattered_re_21,scattered_im_21,scattered_re_22,scattered_im_22,scattered_re_23,scattered_im_23,scattered_re_24,scattered_im_24,scattered_re_25,scattered_im_25,scattered_re_26,scattered_im_26,scattered_re_27,scattered_im_27,scattered_re_28,scattered_im_28,scattered_re_29,scattered_im_29,scattered_re_30,scattered_im_30,scattered_re_31,scattered_im_31,scattered_re_32,scattered_im_32,scattered_re_33,scattered_im_33,scattered_re_34,scattered_im_34,scattered_re_35,scattered_im_35,scattered_re_36,scattered_im_36,scattered_re_37,scattered_im_37,scattered_re_38,scattered_im_38,scattered_re_39,scattered_im_39,scattered_re_40,scattered_im_40,scattered_re_41,scattered_im_41,scattered_re_42,scattered_im_42,scattered_re_43,scattered_im_43,scattered_re_44,scattered_im_44,scattered_re_45,scattered_im_45,scattered_re_46,scattered_im_46,scattered_re_47,scattered_im_47,scattered_re_48,scattered_im_48,scattered_re_49,scattered_im_49
95,hook,404.95367,-23.01877,-1.4307815,0.15669452,0.2693553,0.37766877,0.13095056,-0.54378045,-0.62893033,0.26242164,0.16478184,-1.7319182,0.07957857,-0.030888189,-0.21541075,-0.5783814,-0.8007696,-0.46305245,0.05859775,-0.8446346,1.1592276,0.6106681,0.12518574,0.60401666,0.28309804,0.009919757,-0.13140343,0.31978586,-0.31246743,-0.005388532,0.08940066,0.12917101,-0.10545131,0.0146924965,-0.0088791875,-0.34698442,0.24798204,0.31044528,-0.42268908,0.5323162,-0.28813568,-0.1327881,-0.12811805,-0.35389546,-0.6252852,0.0776218,-0.29513693,0.2740325,0.27661487,0.5128132,-0.380114,-0.18487895,0.956433,0.0038177182,0.21432309,-1.0645992,-0.18536541,-0.6693517,0.10544303,-0.46194834,-0.35032067,-0.3980958,-0.01862059,-0.32208565,-0.7795328,0.10753099,-0.013662162,0.68755317,-0.6742113,-0.09692688,-0.48234636,0.6142663,-0.37253872,0.9844122,0.68252367,0.47538543,0.5505742,-0.42093596,0.19382606,-0.6938517,0.13062644,0.43301347,0.6817164,0.5131,0.1935496,0.2772613,-0.191642,0.047046367,-0.83108705,-0.0638693,-0.8828863,0.3764176,-0.23673497,0.15389477,-0.2058221,-0.05848796,0.39186874,-0.25994638,0.4764608,0.7602893,-1.1471363,0.8373247
96,hook,304.04865,29.934998,-1.6668106,0.73414993,0.38441965,0.73355204,-0.22668925,-0.7492998,0.8611243,0.069672056,-0.7439921,0.4125176,-0.1296114,0.36590743,-0.12376492,-0.20372416,0.37567642,0.018394552,-0.56836176,-0.32058358,-0.028427823,0.062052358,-0.9363209,0.86146986,0.06083885,0.9063832,-0.032671746,-0.90532625,0.26579192,-0.33053803,0.23704183,0.5955651,0.8649441,0.24839322,0.28022742,-0.40670136,0.7462992,-1.1131015,-1.2715373,1.0390459,0.09911313,0.2652,-0.34494504,1.0810548,-0.5592466,-0.7070469,0.8810373,0.14088856,-0.2085769,-0.8569672,-0.32681176,0.51891226,0.18760036,0.16665491,1.6259172,0.47572395,-0.059458494,-0.25683552,-0.19966383,-0.2822463,0.28078043,0.39493975,0.7354048,0.18630849,-0.83898395,1.588098,0.8826643,0.9067497,0.4454019,0.22943111,1.1419846,-0.23986185,0.35173002,-0.33076832,-0.10490986,0.34937042,-1.0179718,-1.2182235,0.23431943,1.3390086,0.621088,0.121672355,-0.48841092,0.8728499,-0.7001888,0.0723928,-1.2530692,0.03629762,0.10665189,-0.08404357,0.70351475,1.3958821,-0.6090631,-0.47163096,-0.69644356,-0.59987706,-1.0000455,-0.27668014,0.78423446,1.1182381,-1.898244,0.78426147
97,bone,403.61536,-16.798904,-0.9697887,0.6345345,0.011019271,0.25293866,-0.001877917,-0.28717393,-0.19042699,-0.3124677,-0.19863017,-0.2907623,-0.28399187,-0.22223766,-0.45023048,0.27064282,0.32186592,-0.009889438,0.018299842,0.027146718,-0.22258171,-0.2942826,0.23216256,0.49733725,0.4072842,0.114174284,0.5254124,0.4355045,0.02040466,0.56593835,-0.7815422,-0.43059263,0.59410095,0.5634165,-0.1971497,-0.01698947,0.5187206,0.736734,0.15282792,0.30653524,0.02185697,-0.20226622,-0.09558614,-0.16343015,0.09886427,-0.17684071,0.12034102,-0.0044980324,-0.3115143,0.387226,0.00093284773,-0.43638387,-0.515012,-0.6174856,-0.092681155,-0.3967635,0.48936766,0.107140064,0.2479162,0.6380802,0.102151446,0.030729223,0.68085647,0.23595741,-0.03303781,0.28267866,-0.05970384,-0.0822527,-0.21958542,-0.21922407,0.2923362,0.11183088,0.04431516,-0.33911917,0.085987024,0.84533525,-0.16001241,-0.50260216,0.021950457,0.10971072,-0.15995672,-0.63167566,-0.22449122,-0.44807303,0.42911637,-0.06934945,-0.37531358,0.17257144,0.40009144,0.11208492,-0.6256507,-0.41576087,0.06603244,0.41971672,-0.22481103,-0.17571005,0.2616042,-0.2545914,-0.09363609,0.40938714,-0.70169145,0.18645081
98,hook,284.13278,-34.284428,-1.1506292,-0.16259372,0.41285682,0.31359032,0.3062742,0.43762708,0.07215285,0.3652009,-0.2608529,0.57125634,-0.28369975,0.23430717,1.6514378,-1.0700296,-0.30343536,-0.15065919,-0.7329413,-0.43633425,0.048743896,-1.6732553,-0.7053782,0.27550325,0.3544041,0.13516234,-0.196215,0.2736665,-0.06932281,-0.26897618,0.37349817,0.5607771,-0.92362934,0.43079528,-0.2511536,-0.6430822,-0.9253404,-0.35209465,0.2766136,0.070513636,0.63999736,0.21667436,-0.35447568,0.50513494,0.23633768,-0.013916688,-0.074972965,-0.47728896,-0.013339662,0.30697286,0.2309475,-0.23395224,-0.373979,-0.6841315,0.088429615,0.1119624,1.2624587,0.03096464,0.40512997,0.08127782,-0.60428137,-1.1545421,0.3035935,0.32495457,0.20926078,0.36055577,1.2250983,-0.22325791,-0.03424459,-0.42559752,-0.23634475,-0.4456645,0.20708428,1.1488457,-0.13864522,0.5096249,-1.5159997,-0.002187645,-1.0045288,0.86730313,0.5102038,-0.0435639,-0.8057687,1.294157,0.2663751,-0.41110602,0.39356682,0.4113728,1.4576716,-0.008449754,-0.23746799,0.3712499,-0.8419347,-0.76920396,-0.70412433,-0.85565645,-0.10115129,-0.6998898,1.1629816,0.86518145,-1.641793,0.71915394
99,treasure,326.9268,12.582267,-1.364556,-0.064965375,1.2098523,0.6398895,-1.0025882,-0.114350684,0.7437432,-0.0861761,-0.52646524,-0.17499724,0.47613722,0.5463952,0.45737177,-0.6433208,-0.95013887,-0.22181775,0.11825094,-0.0414084,-1.5136656,-0.6077719,1.0150943,0.44993982,0.6468157,0.62541837,-1.031935,-0.7595076,0.47641754,-1.24577,-0.27947506,-0.5864736,-0.19283222,-0.43415776,1.3458426,0.8589445,-0.37447107,-0.30810362,0.06767344,-0.29275912,-0.27863255,0.49545833,-0.4435557,0.45432875,1.271699,-0.6143333,-1.1116503,-0.39833257,1.411049,-0.6298613,0.51078933,0.6793084,1.1057601,0.008544183,-0.87022674,-1.314537,0.27112886,1.9022444,-0.32652527,0.45116928,0.7173908,0.6223233,0.7549089,0.95252687,-0.2852375,-0.4435142,-1.7386036,0.23467657,1.1625489,0.0027918825,-1.2219814,0.14678748,0.25057933,0.91609836,-0.9173836,-0.9344604,-0.010921239,0.029601283,0.14808756,0.20453623,-0.07627175,-1.1042904,-0.5845454,0.8451491,-0.84895986,-0.2568581,-0.024379214,0.1361468,-0.02781635,-0.60999614,-1.0261947,-0.21067683,0.7704539,0.1747579,0.6107581,1.1404141,0.6350875,-0.09766879,0.40836138,0.4002386,-0.8157171,0.6337389
100,hook,357.40863,20.468615,-1.3925259,0.6021391,0.14945325,0.38735494,-0.15749685,0.4339356,-0.6232819,-0.8932089,0.90831417,-0.2523025,-0.160557,0.48990428,-0.08624908,0.18617602,-0.4776227,0.08389576,-0.16792327,-0.833124,0.5084181,-0.51739794,0.33108968,-0.0026831077,0.008317273,0.5541138,0.78685516,0.2849059,0.79247195,0.15171044,0.3752924,-0.42086488,-0.22224654,0.8216941,-0.11870248,0.7111245,-0.12850814,0.09713859,-0.010779194,0.27918178,-0.2797328,-0.8566499,0.4467759,0.9841858,0.18072283,0.32019976,-0.32318255,0.8760785,0.43164295,0.39163396,0.20512307,0.45150465,-0.57328993,-0.3674847,-0.3469777,0.81353694,-0.49799877,-0.28751004,-0.19040322,-0.06049088,-0.4241862,-0.586512,0.6747294,0.52667993,-0.12541048,-0.5305068,-0.3150571,0.075597614,0.13776429,-0.018484527,0.28756368,0.6532285,-0.038034074,0.23673089,-0.5750304,0.0018240081,-0.06662766,-0.2538709,-0.150983,-0.70270777,0.99752665,0.23527998,0.91652924,-0.60211277,-0.04839006,-0.12670301,-0.41447514,-1.1035684,-0.08501507,1.1507909,-0.5527026,-0.39099306,-0.111094356,-1.0316598,-0.27582783,-0.4283603,-0.5388986,-0.5103704,0.8359607,1.2321093,-1.8376051,0.81645346
101,bone,428.38596,27.376064,-0.92282903,0.24061064,0.19577657,0.5345847,0.06969045,-0.27343202,-0.053638067,0.105604716,0.10756647,0.05427723,-0.1650433,-0.09650613,-0.23401146,-0.27517846,-1.1525028,-0.7392317,0.32560754,0.48802215,0.40551504,-0.4255086,-0.37326837,0.35001537,0.37519568,-0.13936883,-0.45286947,-0.2866283,-0.42474353,-0.97410554,-0.38566348,0.17368396,0.3956938,-0.35079402,0.3398562,0.52549887,0.055354457,-0.12727824,0.16975503,-0.18016869,-0.23998488,-0.043371327,-0.10167084,0.37328732,0.08320254,0.10706373,0.0075169005,-0.034073178,0.18301155,0.035937283,0.522255,-0.024419002,0.34467658,0.088888384,-0.43769497,-0.32592282,-0.1763489,0.16397563,-0.21810552,0.28841096,-0.19748494,-0.12621252,-0.3899621,-0.47025594,0.7068259,0.23241632,-0.60362065,-0.9324564,-0.12956113,-0.043349776,0.3951719,-0.16974555,-0.12918426,0.440505,0.06298812,-0.5809626,-0.10929981,0.27736145,-0.16345802,-0.014228389,0.3971315,0.46708277,-0.31402236,0.10901255,-0.51762795,0.18486966,-0.44661418,-0.5677336,0.24876544,-0.38967583,0.04604973,-0.08595696,-0.027221119,0.009506101,0.15518428,0.03907108,0.26473573,0.03247963,0.08285881,0.2856059,-1.0124232,0.59569633
102,bone,449.65723,26.359306,-0.90688473,0.22271627,0.14633118,0.5023234,0.08679529,-0.21911032,-0.06142161,0.08879022,0.07633195,0.06796843,-0.1092945,-0.17658184,0.321666,-0.04949553,0.96697927,-0.99570715,-0.28045815,-0.100406304,-0.39347813,0.5403858,0.38531736,-0.25450596,-0.28364322,-0.13226369,-0.02390255,0.38093558,-0.5497058,0.025196608,-0.5076683,0.97446746,-0.24534026,-0.3420054,0.12862329,-0.10871081,0.42842236,0.1575996,0.17136933,0.09898497,0.55894464,-0.024755571,0.5183919,-0.31783313,0.18640818,-0.22160475,-0.046163056,0.0041858708,-0.21946071,0.10516555,-0.17045511,0.029807536,0.1638439,-0.26033255,0.36840758,-0.26870942,-0.2646288,-0.10881661,-0.041378457,-0.26293483,0.0023387456,-0.5409854,0.07442749,-0.29172993,0.59984595,0.34512377,-0.5987913,-0.55755115,-0.16040668,-0.067390695,-0.19497721,-0.37556395,0.55771685,0.18376055,-0.23238546,0.22085899,-0.111164294,-0.180716,0.3897486,0.17059405,-0.52240485,-0.39226717,0.101528585,-0.101538256,-0.086662315,-0.4976095,0.4853085,-0.5906483,0.6231965,-0.021491542,0.2700005,0.105893746,0.021628208,0.0905103,0.09793918,0.10545829,0.17523316,0.06481778,-0.0117692705,0.28738108,-0.9712054,0.627282
103,treasure,325.937,-19.98888,-1.0138018,0.40190256,1.0701323,0.94856083,-2.031176,-0.11182963,0.24510935,-1.1656002,0.2742784,-0.1970777,-0.63762015,-0.2723828,0.8506334,-0.45167014,-0.25956535,0.44032565,-0.20266308,-0.5076153,0.17439747,0.6677921,-0.62159485,-0.549863,1.2734814,0.26622966,0.40154094,-1.3056692,0.02355577,0.51298285,0.8235362,0.4740799,-0.8393467,-1.2494333,-0.64266056,-0.04337397,-0.428182,1.5463482,-0.6691927,-0.02880548,-0.31355023,0.23454313,-0.48691678,-0.26109952,-0.10431259,0.31154725,0.6942185,0.7901008,-0.23338076,0.283677,0.30649158,0.10256803,0.082747735,-0.6581858,-0.8259971,-0.15846464,0.9468342,1.1346965,-1.0318363,0.30973527,-0.35516584,0.21904145,-1.0048482,0.17819846,1.1660725,0.013739672,-1.7934872,-0.21218231,0.007228514,0.18899553,-0.23941211,0.49287018,-1.1048474,0.68517095,0.6773454,-0.53408134,-0.59617126,-0.9597691,0.23455259,0.23652409,-1.0855929,-1.9715743,0.30418652,0.4077129,0.5753655,-1.2377176,0.4261686,0.45969597,0.28366217,1.8430582,0.7752342,-1.0170625,0.3753166,-1.053141,0.7441464,-1.0129098,0.676361,0.27827346,0.47453323,-0.19243221,-1.2708927,0.032613374
104,bone,445.5734,15.720534,-0.90489864,0.6554461,-0.15045999,0.24869414,0.22521089,0.008659165,-0.220502,0.042905368,0.2179152,-0.0030414124,-0.16161299,-0.032147717,0.2121987,-0.016315637,-0.82589805,-0.037652485,-0.6172492,0.28140464,-0.046745516,0.43288285,0.3694397,-0.18974693,-0.15335478,0.3619515,0.050082874,-0.13266477,0.27137154,-0.47061953,1.0995187,-0.002251468,-0.17394598,-1.0745044,-0.22186711,0.5638622,-0.08124521,-0.40121278,-0.117843196,-0.09693496,0.044725172,0.3703186,-0.003315547,0.11943358,-0.09469848,0.20470798,-0.067787685,0.38200656,0.044106588,0.275723,0.15524971,0.15198119,-0.06383451,0.12617409,-0.18378122,-0.13557477,0.20129012,-0.062069185,0.09207082,0.35086873,0.08777274,0.19309267,0.18474409,0.27904138,0.20576917,0.66546464,-0.23652567,0.08046363,-0.14599778,-0.40382662,-0.16199517,0.2095221,0.33113983,0.4135564,-0.30593285,0.21979153,0.33205107,-0.89749545,-0.09788921,0.093208075,-0.020883743,0.2703591,-0.0038648604,-0.26219726,-0.15839623,0.21670276,-0.093801625,0.083509535,0.10773198,-0.08876467,-0.5460675,0.21027975,-0.42758042,0.16129568,-0.22112912,-0.28858235,-0.3045218,-0.35970742,-0.47518027,-0.037861157,-0.7951033,0.42052686
105,hook,285.46576,23.82722,-1.9057871,0.5977967,0.990578,0.7904823,-1.1545614,0.39093506,-0.11485066,-1.0316538,0.021339172,0.0760085,0.54197115,-0.19562723,-0.119666435,1.1612103,-0.6911069,0.108355835,1.3654802,-0.11109533,0.37246192,0.716695,-0.37462577,-1.5474079,-0.42323634,-0.63239926,-0.12507813,-0.26947033,-0.067060135,-0.7213548,-0.101471074,0.4650407,1.3480928,-0.1829817,0.7237041,0.16695605,-0.1048177,0.28879386,0.16121586,0.32179525,1.1472607,-0.60854506,-0.93138313,0.07841435,0.8042322,1.3616282,0.20072949,0.10241099,0.308323,-0.21974206,1.3486457,0.9226972,0.5776513,0.29274714,1.0514468,0.63422257,1.1669323,-0.9301531,-1.2712723,0.31421837,-0.44192222,0.12001245,0.43920612,0.15434657,1.2174693,-0.25633684,-0.4641887,-0.36815086,-2.0549033,-0.13175833,-0.13780445,0.30832648,-1.0798217,-0.47409332,-0.33767137,-0.215049,0.568988,0.5086704,-1.5496842,-1.3913804,0.989218,0.88333386,1.0483464,0.51368654,-2.2667353,-0.26248893,0.31505463,-0.4548061,-0.54274863,-1.396501,-0.85295486,0.4484101,0.093446,-0.029830996,0.38051027,-1.1263573,-0.7832692,-1.1720521,0.8300596,0.9881499,-1.965779,0.9770457
106,treasure,465.79016,14.494061,-0.97480327,0.32673672,0.45092064,0.31102306,-0.02388226,-0.028624306,0.0047515105,-0.02081809,0.120130286,0.17373018,-0.22413598,-0.19165364,0.32846764,0.16247524,0.92566025,-0.52961516,0.2543929,0.029067764,-0.015772002,0.62056065,0.72710997,-0.21946186,0.55643994,-0.17451037,-0.033255205,-0.48458615,-0.14301401,-0.79282206,-0.077527486,0.6581488,0.5625677,-0.22978449,-0.1698265,-0.45983124,1.0233594,0.2365564,0.03367946,-0.70982283,-0.75011826,0.5688777,0.2205614,-0.3970707,-0.90863913,0.2980694,0.11236715,-0.33281156,-1.1849738,0.060888965,-0.16609062,0.36305675,-0.87604064,-0.233648,0.016558949,0.61806554,0.8476635,-0.23287982,0.60731304,0.52341473,-0.76318717,-0.9560288,0.2545684,-0.2873021,0.83085585,-0.4775519,0.3688585,0.16011852,-0.3764871,0.29618397,-0.094950974,-1.2770666,0.48268017,-0.063247636,-0.23259024,0.33135957,0.4606404,1.0592743,0.1346696,0.2727222,1.1168089,-0.11853421,-0.5811974,0.63675654,0.9609689,0.929254,0.43538612,-0.300389,-0.23636405,-0.21570148,0.116734475,-0.9114565,-0.2894565,-0.7320647,-0.0375697,-0.19669074,0.12524444,-0.22010687,0.39110595,0.3295789,-0.97634,0.4280644
107,treasure,402.03192,34.42925,-1.079907,0.11337014,0.5567577,0.64156306,-0.23380072,-0.38254443,0.2938918,0.31599525,-0.77178043,-0.1381924,-0.84731287,0.53678644,0.24495013,-0.13128519,-1.0229957,-0.2238163,-0.31425574,0.29516557,0.2781319,0.7136463,0.6982104,-0.3660827,0.26144537,0.0378548,0.16732737,-0.007514483,0.7640859,0.027797295,-0.59932053,0.48498908,-0.7078462,-0.39786378,0.30627674,0.51910144,0.2936356,0.9543846,0.51368415,-1.0036305,-0.34442347,-0.09019982,-0.486928,-0.08136876,0.05420071,0.40644878,-0.029217264,-1.5668502,-0.024606505,0.030416349,0.7397873,0.62096304,0.58728045,-0.49400213,1.0452768,0.38738206,0.46536523,-0.9310108,0.48057544,0.81287247,-0.32283938,-0.13800137,-1.2214379,-0.4062556,-0.033756074,0.56248295,-0.6304343,-0.9324287,0.37531596,-0.4602922,0.0928733,0.06796533,-0.5502699,0.84331584,0.68040913,0.344096,-0.12383312,0.5215158,-0.27555722,0.34373295,-0.020129934,0.6048482,-0.3983442,-0.13608855,1.0206628,-0.59540856,-0.027592441,-0.5521169,0.09295276,0.2656458,0.9358028,-0.346091,0.46643168,0.35272437,-0.27905497,0.25546294,0.18196885,-0.273216,0.14788266,0.38371632,-0.81544083,0.4696598
108,treasure,458.966,8.2990675,-0.9583489,0.30683705,0.44392765,0.24165069,0.11045969,0.14427985,-0.3670892,-0.13230808,0.39419314,-0.037142124,-0.33576703,0.10172736,0.31457844,-0.19329177,-0.24829917,0.1992758,-0.48268244,0.30642736,-0.20412637,0.19386968,-0.008891461,-0.67703956,-0.15366594,0.14203684,0.08516936,0.21632469,0.08447913,0.8770248,-0.26057175,0.2789477,-0.17896321,-0.0010982367,-0.5676073,0.41615498,-0.3753787,0.5325984,-0.2768279,-0.60547924,-0.3743677,0.7225608,0.6358692,0.26680335,0.39684597,-0.08231538,-0.6841194,-0.23681022,-0.048609674,0.77210575,-0.7055974,-0.4365913,-0.74817234,0.6157944,-0.4006476,-0.632051,-0.4123827,-0.26221207,-0.2956996,0.30435497,-0.27813894,0.92244065,0.2077892,0.22497143,0.20706913,0.7919808,-0.86385155,-0.362874,-0.50914395,0.45027474,-0.36929333,-0.9455705,-0.8416369,0.39485475,-0.4741844,-0.28965256,0.5194489,0.045277614,0.68552375,-0.649836,0.17237715,0.21206257,-0.3793866,0.084454805,0.07608358,-0.5977219,-0.5840978,0.24746671,-0.006502345,-0.80464345,0.40050825,0.5902793,0.72670996,0.21250927,0.47564834,0.19685015,0.2548612,-0.2215005,0.3741033,0.35025018,-1.0005997,0.45827362
109,treasure,382.82892,-5.13829,-1.0528626,0.45752847,0.24611707,0.09469518,0.5922524,0.045113906,-0.84111893,0.25320825,0.7216492,-0.22041313,-0.25716132,0.16261423,-0.2221351,0.10191544,-0.14791211,0.094930515,-0.2262,0.40076557,0.6757633,-0.19381183,-0.03311968,-0.17426321,0.56999385,0.52738565,0.39859506,0.5286257,0.74042195,-0.47676176,-1.1473852,-0.5621536,0.17489028,-0.004832386,-1.1918983,0.18219014,-0.45133695,-0.57350004,0.032995265,-0.40560263,-0.66590667,-0.8014091,0.22102048,0.65404075,-0.7913355,-0.17651193,0.40566206,0.08064454,-0.31136182,-0.82618743,-0.2771449,-0.5359645,-0.9102491,0.14847066,0.3975113,0.6604697,-0.55243015,0.52555585,-0.29549083,-0.95083296,-0.078206845,-0.8280845,0.15701103,0.24117385,0.74198306,0.8773299,0.77786607,-0.21214011,-0.11176164,0.5924877,1.0359877,0.89260715,-0.67801756,-0.3707687,0.09554107,-1.4312019,0.16344148,0.2179124,0.43314046,-0.25084904,0.57071847,0.15453655,-0.60237724,0.42916924,-0.9806481,1.2009742,1.246854,-0.31509525,-0.10442937,1.5359313,0.9923028,0.008651223,0.0144051,0.28601635,-1.1778932,0.023797585,-0.46977195,0.5542169,0.5219814,0.55426824,-0.9294252,0.29398933
110,bone,399.4551,21.80839,-1.1046898,0.5692668,0.23588204,0.27807495,0.01699308,-0.035998736,0.00835339,-0.03893962,-0.04252503,0.011408262,0.14762619,-0.095330164,-0.17983212,0.6329259,0.6419673,0.7112324,0.21725665,-0.32883215,-0.4785572,0.24094014,0.15021661,-0.49440596,0.18760404,0.23585095,0.49539444,0.8273972,1.1110951,-0.282947,-0.7756036,0.2030192,0.093834296,-0.4499606,0.52493024,0.32026678,-0.08866665,-0.4002532,-0.22748928,0.12025548,-0.009732124,0.33638638,0.064456984,0.489245,0.18107341,0.26779756,-0.13110234,-0.02180006,-0.4539987,-0.17372066,-0.46598324,-0.23208202,0.069285125,0.107896775,-0.35083082,-0.016466763,0.29119512,-0.37883726,-0.23056321,-0.18182003,-0.28138125,0.2796188,-0.28611195,0.21571165,0.2556873,-0.34590685,0.14876233,0.21053259,0.4357171,0.16378859,0.37801674,-0.057634994,0.09872807,0.50548595,-0.23179232,-0.20990816,0.0448488,-0.1224682,0.19079332,0.3409803,-0.03297865,-0.0760767,0.023722224,-0.40691912,0.007269208,-0.20670423,0.20492853,-0.14509414,0.85429513,0.4822381,0.28475538,0.54443705,-0.079420194,0.19089845,-0.15605521,-0.06067101,-0.08380703,0.012455617,-0.16988167,0.17486705,-0.8898112,0.4310083
111,treasure,366.47247,0.7276787,-1.1836783,0.27794322,0.61626345,0.21197079,0.0101332525,0.32085767,-0.5998827,-0.5284912,0.87451994,0.5682347,-0.5210895,-0.5901183,0.28215435,0.57450604,-0.4382674,-0.095955834,0.43672934,0.7851976,0.07120503,-0.49938774,0.07811576,0.26962075,-0.3269124,0.7833557,-0.06063957,-0.92408574,-0.16475236,-0.5122555,-0.8479362,0.2610494,-0.6171771,0.6804614,0.22207393,-0.031470273,-1.130771,-1.4268165,0.3824571,0.81542957,-0.2996824,-0.1870928,-0.28791475,0.6089815,-0.2640616,-0.41272807,-0.35313952,0.97169465,-0.5650413,0.5111004,1.0781811,-0.187574,0.024962958,-0.03131813,0.9402348,0.057133943,-1.1102595,1.2700608,0.32876176,0.45886132,0.29719776,-0.82746625,-1.0538903,0.09913021,-0.30404323,-0.37182924,-0.96191365,0.567314,-0.18241592,-1.4510224,0.04474159,0.2935544,-1.0370148,0.22835505,-0.83270663,-0.04451006,0.39027333,0.9514134,-0.657539,-1.36008,0.6481705,0.573924,0.7255751,0.62146837,0.29943636,0.5594488,1.1421282,-1.3188809,0.36377373,0.7336029,0.30941945,-1.5124502,-0.3361898,0.74567425,-0.37482786,0.95520574,-0.08605142,0.4362423,0.466197,0.3947385,-0.82773,0.49477616
112,bone,470.21948,24.851984,-0.90373874,0.21795651,0.12152731,0.42837724,0.031768322,-0.13575642,-0.003110461,0.07919157,0.08163643,0.017005771,-0.2056624,-0.15220317,0.35170048,0.27166492,0.9707812,-0.27729312,0.62594736,0.15697986,-0.71865755,-0.4262438,-0.03303735,0.23092797,0.26996794,0.07033414,-0.118054554,-0.37889248,-0.23690273,0.12387689,-0.212076,-0.7079269,-0.7628156,-0.24446438,0.25037327,-0.45374098,0.1034872,0.037896235,-0.027731685,0.2699474,-0.12040951,-0.05919555,-0.20793688,0.095256954,0.0074646105,0.23132583,0.20749487,0.04244732,0.2115931,-0.10855196,0.009887793,0.05090432,-0.18765046,0.31898564,-0.06700738,0.25009057,0.3482369,0.009258359,0.31600884,0.18030709,0.62955666,0.0017769809,-0.025534969,0.30787656,-0.25449535,0.44254178,0.33597007,-0.42100662,0.01171325,-0.24645379,0.16864192,-0.3590538,0.08607763,0.63193893,-0.1222308,0.15278825,-0.122677356,-0.364428,0.2224785,0.3909027,-0.07407534,-0.48861822,-0.009112328,0.01690824,0.04771181,-0.3793003,0.49867505,-0.48001167,0.69467413,-0.001543698,0.3629473,0.23577638,0.03305589,0.20705733,0.014761692,0.15051223,0.053836055,0.08646628,-0.11291116,0.31356788,-0.9068788,0.65786433
113,bone,536.43616,7.4813213,-0.5549689,0.5837171,-0.30618033,0.49871597,-0.06067432,0.06327527,-0.03134895,-0.17822045,0.10806061,0.094981834,0.1165616,0.21121004,-0.03360878,0.27123502,-0.16567916,-0.18022859,-0.24758309,-0.2534377,0.7722996,0.42339572,0.61148876,-0.14461316,-0.27108493,-0.61939955,0.15024132,0.3665767,-0.31720692,0.140471,-0.1459765,0.018522384,-0.013286514,-0.19391611,0.2003649,0.15290958,0.12723209,-0.15261187,0.7276929,-0.39876187,-0.0072505623,-0.33144677,-0.25894293,0.17086728,0.06399996,0.2627073,0.06040643,0.1500018,-0.2195192,0.121649414,-0.43650398,0.09008313,-0.37430632,-0.10335496,-0.046954293,-0.14871994,-0.00774965,0.04264681,-0.032912433,0.11323734,-0.04254382,0.14712319,0.1255842,-0.18678178,-0.13770838,-0.047820274,0.14857104,-0.11649159,0.17832462,-0.32597136,-0.18393259,-0.35800287,0.13813524,-0.14475496,0.1623054,0.57799965,0.16124259,0.2878651,-0.151645,0.1412723,0.17517138,-0.021958327,0.46926773,0.16900563,-0.23437989,-0.53240174,-0.2255091,0.033843834,-0.07119103,0.24788906,-0.324142,0.19550614,-0.213248,0.119246386,-0.11976411,-0.17176162,-0.31164795,-0.22218291,-0.52076644,0.04434666,-0.6096367,0.37366208
