,object,scale,angle_deg,scattered_re_0,scattered_im_0,scattered_re_1,scattered_im_1,scattered_re_2,scattered_im_2,scattered_re_3,scattered_im_3,scattered_re_4,scattered_im_4,scattered_re_5,scattered_im_5,scattered_re_6,scattered_im_6,scattered_re_7,scattered_im_7,scattered_re_8,scattered_im_8,scattered_re_9,scattered_im_9,scattered_re_10,scattered_im_10,scattered_re_11,scattered_im_11,scattered_re_12,scattered_im_12,scattered_re_13,scattered_im_13,scattered_re_14,scattered_im_14,scattered_re_15,scattered_im_15,scattered_re_16,scattered_im_16,scattered_re_17,scattered_im_17,scattered_re_18,scattered_im_18,scattered_re_19,scattered_im_19,scattered_re_20,scattered_im_20,scattered_re_21,scattered_im_21,scattered_re_22,scattered_im_22,scattered_re_23,scattered_im_23,scattered_re_24,scattered_im_24,scattered_re_25,scattered_im_25,scattered_re_26,scattered_im_26,scattered_re_27,scattered_im_27,scattered_re_28,scattered_im_28,scattered_re_29,scattered_im_29,scattered_re_30,scattered_im_30,scattered_re_31,scattered_im_31,scattered_re_32,scattered_im_32,scattered_re_33,scattered_im_33,scattered_re_34,scattered_im_34,scattered_re_35,scattered_im_35,scattered_re_36,scattered_im_36,scattered_re_37,scattered_im_37,scattered_re_38,scattered_im_38,scattered_re_39,scattered_im_39,scattered_re_40,scattered_im_40,scattered_re_41,scattered_im_41,scattered_re_42,scattered_im_42,scattered_re_43,scattered_im_43,scattered_re_44,scattered_im_44,scattered_re_45,scattered_im_45,scattered_re_46,scattered_im_46,scattered_re_47,scattered_im_47,scattered_re_48,scattered_im_48,scattered_re_49,scattered_im_49
534,bone,405.5394,32.723026,-0.8594086,0.26878685,0.1604269,0.56339574,0.12541349,-0.29293734,0.061029363,0.059089635,-0.29271984,0.11195624,0.19099095,-0.14992385,-1.2919439,-0.79988503,-0.16783811,0.124788865,0.7342349,-0.054523177,-0.5318397,-0.08076354,0.2971678,0.23492855,-0.025709756,-0.6411046,0.3426472,-1.0198725,0.0056235758,-0.06537235,-0.079029635,0.24830271,-0.06799455,0.32349905,0.062189505,0.12540163,0.041598152,-0.22419302,-0.36701387,-0.4752871,-0.07208967,-0.045151684,0.211196,-0.28828257,0.053339057,-0.41502023,-0.14051627,-0.35751182,0.04520677,-0.017062627,0.07866921,0.59706223,-0.023583554,0.027930623,0.0070032706,-0.20503934,-0.37498623,-0.34422937,-0.2654919,-0.09584886,0.057023924,-0.45846274,0.5094904,0.5033285,0.596473,-0.18280636,-0.114813074,-0.43636516,0.68296057,0.33799127,-0.5923669,0.6141756,0.2638439,-0.26329225,0.26662397,-0.25319836,-0.26495653,0.1923919,0.052355558,0.65100735,-0.09215869,-0.085287854,-0.73407185,0.74500793,-0.5674716,-0.61592275,0.020830035,-0.010186583,-0.32173368,-0.030367333,-0.5333399,-0.09158216,-0.15404297,-0.11921008,0.15237771,-0.04426691,0.3702841,0.035483427,0.40685332,0.36090517,-1.0872526,0.4593696
535,bone,515.86096,7.4398947,-0.68214476,0.47698718,-0.44490755,0.17269619,0.069880396,-0.05235112,0.10410888,0.023697596,-0.2575087,-0.034081023,-0.034505013,-0.22726473,0.1180368,-0.12073892,-0.2756417,0.4562787,0.28177652,-0.1919022,0.8519259,-0.3580258,0.022460915,-0.63553995,-0.12248067,-0.09536571,-0.15615168,0.09297112,-0.10041236,-0.49523813,0.19153383,0.3435258,-0.20027876,-0.11127149,-0.13334017,0.12696421,-0.6220648,0.60730636,0.035465408,0.50723153,0.39967623,-0.14439215,-0.0953655,-0.13830876,-0.16044039,0.060433026,0.068470605,0.14390801,0.10226985,0.030556135,-0.080727026,-0.12608437,-0.198511,-0.23749632,-0.089452244,-0.14696367,0.07408923,0.090107314,0.11898966,0.039513875,0.15546615,0.1854423,0.002894925,0.26973486,-0.004856259,-0.35771787,-0.015630031,0.25388816,-0.28796408,-0.061868124,-0.19305712,0.48836046,0.41151536,0.026427737,-0.26329035,0.24924833,-0.57774514,0.06037957,-0.08926273,0.28338194,-0.15212238,-0.11565861,0.54396576,0.2507011,-0.10239231,-0.38215613,-0.4100145,0.032475166,0.19006617,0.2735966,-0.037449516,0.36550653,-0.032533273,0.29579723,-0.19522196,-0.020919217,-0.39616454,0.034398515,-0.46999642,0.32319987,-0.58016944,0.5324362
536,bone,539.6258,0.23573083,-0.5879287,0.41145593,-0.44515902,0.18499771,-0.08127674,0.019126246,0.23083313,-0.009850076,0.16076735,0.11234362,-0.04016363,0.2037593,0.08035048,-0.0008510963,-0.040242653,-0.21431558,0.08929282,-0.08553482,-0.13788825,0.014958796,-0.90197647,-0.23821169,-0.27201733,0.13353191,0.48686665,0.40978688,-0.35473794,-0.16227907,0.21735837,0.60386467,0.041886434,-0.04337279,-0.5147418,0.08614789,-0.7002042,-0.028961318,-0.20348239,0.07566854,-0.07589017,0.427395,0.34561482,0.17473255,-0.08682092,-0.21425754,-0.13139136,-0.016924735,-0.0021486736,0.08130297,-0.038079195,0.069054276,-0.24946848,0.109271966,-0.42977193,0.09582124,-0.38852715,-0.11170525,-0.113166966,-0.07726978,-0.06591215,0.21426877,-0.10242637,-0.12572461,0.06439171,-0.29960373,0.25669163,0.08277177,0.16223186,-0.17317486,-0.34307107,0.17688881,-0.41250077,0.25512153,-0.53459746,-0.05593439,0.13582656,-0.17675483,-0.47709268,-0.100163996,0.14675239,-0.3792849,0.026902929,-0.11128612,-0.5174526,-0.46349198,-0.49503735,0.1092736,0.038998324,-0.18940227,-0.09464637,0.095954135,-0.16994892,0.1944758,-0.046557344,-0.05767871,-0.141564,0.062511764,-0.36173415,0.39886004,-0.52966076,0.53206277
537,bone,494.0015,22.21919,-0.92191875,0.60694176,-0.0315685,0.22542088,0.26077074,0.0025377877,-0.19515805,0.0115282815,0.14045106,-0.09408591,-0.02397534,0.122763164,0.003408235,-0.06884847,-0.468729,-0.12958099,-1.0767637,0.078981675,-0.067811504,0.18533584,0.82772887,-0.14364032,-0.47290093,-0.0315535,0.08877301,0.09244803,0.19488232,0.225612,0.0341326,-0.22948384,0.6082161,0.5858312,0.4938886,0.11207269,-0.092025384,0.38229176,-0.042431552,0.041562404,0.07341088,-0.20393404,-0.14688419,0.044670284,-0.34746104,0.17187352,-0.3750798,0.06842837,-0.3324676,0.036938876,-0.43660027,0.11617255,-0.3709283,0.10164305,0.032559447,0.35362452,-0.12763521,0.43990514,-0.259648,0.13939331,-0.251811,0.4015978,-0.059836064,-0.60874516,0.24832076,-0.15703693,-0.44752616,-0.021898676,0.05349606,0.3163896,-0.43373486,0.16902696,0.66527426,-0.47840366,-0.050772298,-0.28423628,0.014514151,0.31465003,0.013913439,-0.025841644,-0.18899177,-0.10659149,-0.12463392,0.14784116,0.103521064,0.112834685,-0.2663606,0.11385459,-0.6935113,0.39811522,-0.45923316,0.18594305,-0.18795347,-0.14108887,-0.14049432,-0.20913008,-0.13041274,-0.083177336,-0.2925747,0.086107485,-0.78720945,0.4070834
538,treasure,431.9052,-29.690468,-0.92449784,0.23846278,0.26702666,0.47187236,0.45695937,0.04874853,-0.68825614,1.1682172,-0.81575775,-0.58824426,0.10814529,0.2473435,-0.16779912,-0.29962897,-0.44903547,0.015638007,-0.022193834,-0.6536468,0.32291582,0.5930206,0.45547938,-0.5525593,0.14706235,-0.99723995,0.022520011,-0.12240794,0.14801532,-0.3296948,-1.0236733,-0.784227,-0.55242115,0.44742775,1.154193,-0.1771757,0.6677125,0.38780653,0.29476997,-0.21312772,0.297933,-0.7755001,0.5685987,-0.29441845,-0.12112872,0.2598755,0.86739373,0.3801395,-0.72994465,0.0553615,0.4501149,-0.36974406,0.75731504,-0.21477066,-0.042828977,-0.11685183,-0.59688157,0.48287448,0.9234624,0.14823307,-0.41224876,0.7206471,-0.12164931,0.55308574,-0.2705487,0.18692064,-0.28380874,0.5735732,0.17604466,-0.21860681,0.66089,0.9874764,-0.22681582,-1.0444618,0.4741897,-0.41281378,0.0027601088,-0.27320397,-0.062174533,1.083617,0.65714216,0.15453902,-0.37236184,-0.038830586,1.1511552,0.91743875,0.33134094,0.4773177,-0.4444649,-0.1179973,-1.3234044,0.503504,0.8039158,-0.068642765,-0.080738924,1.5514978,0.51231277,0.24170034,0.49215132,0.1563212,-1.0761067,0.494264
539,hook,283.27615,6.958453,-1.7083496,0.14122023,0.58540565,0.7791368,0.9574085,0.5639323,0.054544788,0.32896605,0.5718443,0.24756138,0.51244104,0.976754,-1.9160892,0.23196174,-0.20425317,-0.56133115,-0.4501169,0.072978534,0.5084233,0.627701,-1.2467966,-0.11096929,0.038676657,-1.3388937,0.009323109,-0.11556402,0.1186442,-0.8282548,-0.42585778,0.10151767,0.9510354,0.10444638,0.2917067,-0.40579432,-0.12087728,-0.8201541,-0.525241,0.29146686,0.24026026,0.34827715,-1.3484945,0.16595963,-0.27024844,-0.050456606,-0.63798875,-0.11983057,0.46868572,-0.17508516,-0.0381278,-0.20019725,-0.43534243,-1.4289857,-0.7213739,-0.517594,-0.28391346,0.108737744,0.2808902,-0.77085197,-0.65206546,-0.4759506,-0.030670343,-0.29639113,-0.4460351,0.077670045,-0.6058369,-0.29266512,0.5875919,0.39087123,0.7007221,-0.53020084,-0.2012,-0.87021995,-0.3335805,0.8841897,0.20842078,0.033199903,0.09381211,-0.8619166,-0.22895983,0.91163546,-0.9402734,-0.08935581,-0.3534031,-0.5664138,1.6830664,-1.34727,-0.1410285,0.21799725,-0.6496424,-0.21540654,1.2935959,0.500619,-0.4316176,1.1872643,0.13847439,0.44560865,1.3126618,0.9480385,-2.0460403,0.7809747
540,bone,512.3031,30.45538,-0.98806876,0.4590288,0.24424216,0.2898808,0.077569254,0.017768333,-0.11695128,-0.12949027,0.08210317,-0.010930953,0.15459767,0.103745624,-0.27667013,0.070025325,-0.1679624,0.16236685,-0.008905211,1.3322822,-0.28176403,-0.124145135,-0.280555,-0.27527437,0.07342038,0.1984796,0.3257579,0.026946586,-0.46019742,-0.05339376,0.024097731,0.44931376,-0.38153958,-0.24805875,-0.3631461,0.25025877,-0.3240183,0.5182502,-0.21453601,0.41764224,-0.09736925,0.03171428,-0.14531986,-0.07268869,-0.10655675,0.0389519,0.0023752998,0.05485173,0.13458009,-0.12150487,0.30694413,-0.14882652,0.23790388,0.23989937,0.19246547,0.20204084,0.28135207,0.18920834,-0.805609,-0.0140188085,-0.012704784,0.027004797,0.04533939,0.3591398,0.09949935,0.24678092,-0.06844653,0.31827393,0.14111872,-0.64724433,0.23268484,-0.10104379,-0.30372223,0.27218643,0.21587245,-0.020212289,0.018890755,-0.304471,-0.3066601,-0.078789614,0.12443176,-0.2281378,0.3012166,-0.4528452,0.71396214,-0.07974176,0.43392622,0.39564872,0.09760546,0.17673074,-0.015365221,-0.020134578,0.043559425,0.07621881,0.14227876,0.17093822,0.20777412,0.15057057,-0.02864253,0.20802484,-0.8472916,0.4435247
541,treasure,350.28806,-1.964498,-1.1772515,0.022023693,0.44684428,0.48897415,0.0034921388,-0.71854967,0.6226711,0.7130191,-0.9424653,-0.12923001,0.38835096,-0.27767178,-0.43697903,-0.030195769,-0.28948134,-0.027839398,0.036886565,0.10454262,0.11798636,-0.7149673,0.3921703,0.43241507,-0.61542267,-1.4443783,-0.4661996,-0.09988828,1.7529379,-0.2648737,-0.57251,0.2203735,-0.97018385,-0.5100762,0.09676553,0.10353426,-0.8319994,-0.5167454,-0.32426292,0.4479819,0.86284554,-0.011862965,-1.0993142,1.1269071,0.6278358,-0.27590758,-0.71761876,0.2008415,-0.5870137,0.7157827,-0.5850541,0.070884526,0.35484657,1.1375542,-0.736672,-0.035690907,0.7809995,-0.2949845,1.0814062,-0.4166676,-0.72122794,-0.13513654,0.09923623,0.1691543,0.022701807,-1.854857,0.2198971,-0.6193418,-0.015746893,0.6585534,-0.04476853,1.4581778,0.597154,-0.3643187,-1.1540362,1.2600553,-0.23218167,0.17601825,0.55137426,-0.1428574,-0.05251967,-0.48828408,0.3293736,0.55064815,-1.4843318,0.6106162,1.4497821,1.680826,-0.5929507,-0.6128252,1.0108844,1.6203363,-0.7697139,-0.22358888,-0.2340762,-0.71691054,-1.0792614,-0.34416696,0.4762594,0.6709657,-1.0432912,0.701085
542,hook,303.41577,11.456629,-1.699553,0.5011042,0.65295184,0.5895098,0.5658054,-0.1948075,0.8454735,0.79796547,-0.05909775,0.07172298,0.6328824,0.16778807,0.46690813,0.27472404,0.16983855,0.26964772,1.1156486,-0.7604975,0.14410381,-0.116807885,-0.8930967,-0.708592,0.83339095,-0.12311683,0.2890254,-0.35197696,-0.5469673,-0.18083553,0.79515207,-0.27784726,0.27045453,-0.35292268,-1.3374033,-0.38782898,0.83231115,-0.30584937,-0.73686355,-1.0616925,0.97483945,0.498766,0.6792398,0.15653233,0.49303424,0.19171217,0.811452,-0.39954844,0.5889742,0.024104392,-1.0277344,0.43048456,-0.3391441,0.8963535,-0.6702457,0.030267121,1.2988533,-0.065183125,0.7999283,0.41482776,-1.012045,0.1612907,-0.28396913,1.0630583,0.06335152,0.8198314,0.049490023,1.283115,0.7375502,0.64075077,0.10502975,-0.16149586,-0.9146491,-0.08182575,0.21144637,0.21645692,0.6877406,-0.2592877,-0.82628113,-0.38527566,-0.5181268,-0.33190656,0.5256164,-0.9603559,0.9827261,0.79455703,1.2157127,-0.38942552,-0.8070002,-0.3509616,0.2144663,0.23314695,0.21615954,0.6824289,-0.8269148,0.9970251,0.181941,0.22073509,1.0183619,0.7571647,-2.114644,1.0071939
543,hook,327.70355,16.027128,-1.6782525,0.6157662,0.4472101,0.42622957,0.38684356,0.5693993,-0.9124318,0.7389745,-0.34222826,-0.4994953,-0.42603877,0.4178087,-0.17191404,-0.29561052,0.7468679,0.32326868,0.34921646,1.1192778,-0.049970597,0.15293343,1.1058468,-0.47470558,0.7255085,0.64785993,-0.32607344,-0.9338299,-0.36097497,-0.9129484,0.15399858,-0.23957722,-0.008650602,-0.40177205,-0.31333464,-0.0563775,1.0047635,0.66387254,1.0238993,0.16576989,0.40218875,-0.29031613,0.11814953,-0.29562053,-0.19371195,-1.2709574,-0.4377757,1.856742,0.058294255,0.12708063,0.91725236,0.8599375,-0.38228172,-0.45568883,0.58729225,1.0964776,0.98592716,0.4145573,-0.24012895,0.53580135,0.6696017,1.5555439,1.1455643,0.22076705,0.63723034,0.06999877,0.7445453,-0.43403992,0.33018443,-0.15095218,0.29885343,0.3283541,-0.39780375,-0.37589246,-0.52298546,0.090101935,0.6212951,0.5411459,0.32069886,0.21014564,-0.48461765,0.7209409,-0.6130341,-0.67186755,-1.3502513,-0.054870144,0.2967465,0.2925919,-0.014143281,0.8827741,0.23233978,-1.3494824,0.76363665,0.63946074,1.024919,0.3186429,0.020815749,-0.6734648,0.63095075,0.78466433,-1.796047,1.0373365
544,hook,285.10635,-14.925878,-1.6166105,0.042599645,1.0666448,1.1809127,-0.73717844,-1.9752362,0.28903452,-0.67086023,-0.3973042,-0.026791284,-1.1253039,-0.958598,0.6647116,0.054233927,-0.39198253,0.3865729,0.33964178,0.63387305,0.32615015,0.8218645,-0.92659956,0.8315363,-0.3851259,0.69640326,0.23343566,-0.3302542,0.060624965,-0.2700471,-0.18309084,-0.43221462,0.46193886,0.39049467,0.63046324,-0.33673522,0.26529765,-0.6466733,-1.1855547,-0.53381234,0.25092095,0.61142224,0.15235488,-1.4798173,0.3367316,1.0557156,1.264318,0.049357597,0.34494585,0.41039985,0.14485613,-0.98930794,-0.3116889,0.5006474,1.0826823,0.79388636,0.059158854,-0.23215237,0.5214772,0.6410002,-0.14213997,-0.37672526,-0.6238968,-1.7138695,0.15319437,0.690193,0.43633893,-0.8217639,-0.48888236,-0.22706184,1.0648603,0.19868891,0.4421053,-0.5262185,1.1306893,0.19111781,-0.7573624,0.21202286,-0.7421127,-0.42616746,1.1131643,0.27759835,0.56596756,0.084093206,-0.92544186,-0.2303856,-0.94863087,0.21651332,-0.57228404,1.5055971,-0.7150595,-0.38383225,0.994913,-0.29220575,0.65185004,-1.375581,-0.7419881,-0.31262547,1.5111142,1.1561631,-1.8908234,0.58513236
545,bone,404.7066,-32.85522,-1.2318307,0.27428713,0.6615133,0.28231847,0.0071456535,-0.25642636,-0.07100501,0.057503708,-0.052565977,-0.17125219,-0.28178242,-0.16551062,-0.22911136,0.1756719,0.25254703,0.41457865,0.14047936,0.14475779,0.5008372,0.34748793,0.04860302,0.8775851,-0.3243194,-0.16037874,-0.13085708,-0.3059741,-0.13482338,0.32488266,0.22064364,0.74322104,0.24059457,0.026071478,-0.0889568,0.97827905,-0.26343092,-0.46865767,0.5764253,0.015731419,-1.0316869,-0.48239866,-0.5037192,0.3462741,-0.21371426,-0.48962617,-0.0005500134,-0.28858835,-0.08527036,0.058717195,0.14821249,0.2211523,-0.4225464,0.18807998,-0.42067695,0.02849855,0.42663357,-0.053216003,0.3502379,-0.2819388,0.26652485,-0.28831387,0.18448418,0.14123513,-0.29023603,0.051125403,0.10687284,0.02510068,-0.1400045,0.21349746,0.2323729,-0.05849461,0.01462742,-0.14204042,0.6066105,-0.048486207,0.4590217,-0.6275126,0.19885041,1.1002553,0.09157374,-0.58951044,-0.3970079,0.45176655,0.29727715,0.068335086,0.22677092,0.8014816,0.17777997,-0.64348876,-0.4237651,-0.10949955,0.57479805,-0.113790095,-0.3556467,0.11414445,0.007101092,-0.11646781,0.3363487,0.26762792,-0.7789637,0.5215258
546,bone,497.92566,6.431714,-0.6531549,0.5582523,-0.4225229,0.310918,0.021261387,-0.081688486,0.14874236,-0.07646863,-0.16517934,0.20277359,-0.23515593,-0.048150904,-0.11918481,-0.23944865,0.39715263,0.39681986,-0.19435316,-0.29042533,-0.27686253,-0.8241838,-0.73083836,0.096233346,0.10713589,0.09796833,-0.29369247,0.061551396,-0.16753855,0.18282111,0.30779165,-0.23398606,-0.083616,0.29391292,0.45234573,0.2225174,0.9748504,0.20455104,0.029430479,-0.49821752,-0.105332255,0.06076903,0.120647885,0.13672045,0.16070603,-0.043878213,0.27106765,-0.1050436,0.30765405,0.022961123,0.28808102,0.21324891,0.08349946,0.32013953,-0.15096226,0.23776883,0.020536035,0.23433375,0.21628758,0.30833703,0.3577405,0.022072382,0.27818576,0.42917183,0.008996325,-0.08470621,0.1298858,-0.18648453,-0.25634298,0.2489336,-0.37163553,-0.22153644,-0.09815085,0.5264185,0.109087564,0.06895244,-0.5178965,-0.464118,-0.30871162,0.05175256,-0.13840587,-0.27870536,0.118607916,0.4466606,0.1763778,0.13661562,-0.019124806,-0.59196526,-0.24472472,0.26628265,-0.1573037,0.25362995,-0.31015983,0.20494804,-0.12523748,0.003920431,-0.28248578,-0.17351457,-0.53962874,0.12196442,-0.64052284,0.47296944
547,bone,399.86166,-19.727768,-0.8164012,0.32345963,0.24058667,0.17594965,0.40778798,0.017447323,0.3955771,-0.07672579,0.33874145,-0.022482483,0.12616889,0.10658033,0.1971611,0.42186978,-0.25427943,0.18997309,0.13674903,0.093411624,-0.1176201,-0.30011606,-0.009454784,-0.036669347,-0.28658947,0.37019813,-0.55031365,0.22787198,-0.20584105,0.16095759,0.1681434,-0.053550802,0.33028504,-0.033522047,-0.074769765,-0.08740646,-0.83140326,-0.43278164,-0.1587718,-0.3917355,-0.051190972,0.13643642,0.056666188,-0.030102413,0.17770979,0.045424327,0.08337164,0.4299294,-0.07748468,-0.19729225,-0.32018155,0.037666976,-0.09874481,-0.5754656,-0.7941465,-0.14327577,-0.40709317,0.103573225,-0.074268855,-0.28828982,0.05004761,-0.4820683,-0.34174615,0.020408044,-0.7859087,-0.0016669311,0.11621125,-0.31845155,0.22490072,0.23611829,-0.360997,-0.13859123,0.02364287,0.0321957,0.8880266,-0.36502367,-0.4144488,0.53496176,0.21284768,-0.26173604,-0.4791123,0.05204787,0.046167593,0.6270821,-0.9658708,0.08212873,0.565862,-0.088924326,-0.14057752,-0.17861068,-0.30724606,0.4994253,0.46179357,-0.29684615,-0.051981494,0.14265533,-0.03315948,-0.35052598,0.2880972,0.57919943,-0.9916861,0.38684458
548,treasure,450.06882,17.717642,-1.1470982,0.4527118,0.50157917,0.25889248,-0.08883862,-0.1457393,0.18058479,0.05561352,-0.017011188,0.078272134,-0.1816095,0.15141545,0.38466322,-0.28904322,0.5403262,-0.9940394,-0.07953653,0.64929986,0.21404433,0.04660911,0.38935527,-0.1636406,0.15621088,-0.5177879,0.76968545,-0.384447,-0.3671709,0.18164194,0.26033655,0.6095563,0.5283283,0.12471322,-1.0796918,0.5344762,0.41065115,0.65439534,0.4713999,-0.79272324,-0.18114461,0.75619775,1.0053904,-0.013956937,0.0004122122,0.0085142255,0.7336591,0.74084306,0.61392784,-0.17794628,0.20083193,0.6539006,0.74077713,-0.08898263,-0.59120524,-0.8728185,0.3011067,-0.51479983,-0.92449814,0.8890331,-0.6110519,-0.12172894,-0.16791078,0.08611923,-0.4653897,-0.73349375,-0.3490499,-0.26812944,0.92649966,-0.25513282,-0.92259705,0.10448114,0.15349248,-0.2940914,-0.21136901,0.32776707,0.59996736,-0.5707445,0.10245344,0.44279882,-0.7121186,0.12279029,0.22957644,0.111401804,-0.5536668,-0.2952822,-0.4711232,0.60196614,0.01828062,-0.35237792,0.7449079,0.077993914,0.59803146,-0.6464598,0.17132595,-0.3154275,0.1139442,-0.22910146,0.29385194,0.48349312,-0.7799482,0.28088662
549,bone,555.5527,-5.290653,-0.5791579,0.38575238,-0.41218007,0.13914174,-0.09691649,0.012260677,0.20470646,0.0723695,0.23126446,0.17264266,-0.047921292,0.19508755,-0.1651399,0.18621399,-0.04340484,0.25822344,-0.028635193,0.005325785,0.042009953,0.21015029,0.10064625,-0.03663383,0.4706908,-0.28725594,-0.15469165,0.108997926,-0.7909796,0.14465442,0.20599614,0.3063558,-0.028172085,-0.45348105,-0.017949902,-0.011396792,0.22276539,0.1354794,-0.13560374,0.45188427,-0.23796825,0.16681097,-0.11023568,0.23859093,0.28880382,-0.09984152,-0.11003738,-0.14063051,-0.22472103,0.09139381,-0.117215,0.17504285,-0.020209765,0.15309535,-0.048677307,0.055263713,-0.118271425,-0.12525478,-0.008159273,-0.31652606,0.20615496,-0.25605553,-0.18593602,-0.11595238,-0.76453346,-0.32798615,-0.06749987,-0.38082272,0.090909176,-0.15585677,-0.5941201,-0.07054135,-0.08046624,0.050278045,-0.027397092,-0.07898596,-0.050945986,-0.023043212,-0.5355833,-0.0012546647,0.7314913,0.14440003,-0.29211795,0.4606623,0.3937337,0.2615752,0.16054533,-0.2120394,-0.22125988,-0.080034845,-0.15341233,-0.008921591,-0.4484897,-0.025466692,-0.07815885,-0.10837782,0.038393266,-0.043519244,-0.30942166,0.33906665,-0.56660175,0.52989346
550,treasure,337.5604,-2.773617,-1.0503739,-0.017471027,0.3963464,0.5283951,0.048655614,-0.785362,0.60265625,0.7869091,-0.9748162,-0.3219836,0.65323234,-0.13278891,-0.30488884,-0.10145447,-0.30642775,0.33530924,0.79129165,-0.3408823,-0.41862637,-0.33521125,-0.25970024,0.35134357,0.13085885,-0.5459969,0.40197417,0.033284843,0.6329519,0.2434004,-0.48188084,-0.23932381,0.29850584,-1.3138082,0.028258812,-0.21426098,0.31685984,-0.123927474,-0.052009944,0.21582896,-0.38130215,1.503149,0.19122843,-0.8115158,-0.047423176,0.78716516,-0.26429033,-0.43259132,-0.8281507,-0.93896204,-0.040486477,-0.08124669,-1.3249353,-0.54836416,-0.26361766,0.20753212,0.8317808,-0.03217237,-0.81310076,1.052563,0.26242423,0.25770548,-0.14249551,0.09205388,1.4316392,0.63188845,0.6657381,-0.35139313,-0.23805085,0.16339037,-0.17131597,-0.4639872,-0.66740227,-0.7328328,0.22214493,0.1916308,-0.26422957,-0.59734976,-0.67914563,-0.5629553,1.1340431,0.8146442,-0.81677175,-0.46701178,-0.9699117,-0.7555098,-0.434828,0.9408671,-0.29933605,0.85414684,-0.9359069,0.58151764,0.12586464,-0.050654408,0.077729926,-0.53854334,-1.0323477,-0.8356129,0.30593285,0.82966083,-1.1888273,0.59920394
551,hook,315.00244,7.228106,-1.6839863,0.42790857,0.617778,0.5666735,0.2314027,-0.285254,1.2778817,0.76786125,-0.20868951,-0.1179975,0.6767501,0.02769917,0.7155251,0.36887723,-0.3716148,1.3920696,0.24087703,0.13629712,1.570686,0.17990868,0.15760696,-0.14044493,-0.15846549,-0.9034005,0.76100254,0.2671243,0.514176,-0.03350422,-0.25403067,0.06337565,0.63523585,0.011721445,0.61828244,0.19814254,-0.91707003,-0.784685,0.7521792,-0.036243882,-0.25608572,-1.4403,0.24033637,0.46351573,0.9665201,0.00016421758,0.45973605,0.3019976,-0.08904027,-0.12545644,1.6966952,0.298077,-0.5264727,0.4000512,0.77429324,0.7481247,-0.57925844,-0.24914095,0.8891246,0.78236103,1.1998097,0.5992368,-0.19809614,-0.014859068,-0.41982156,1.1727089,0.3064087,1.3441885,-0.21214226,0.03215962,-0.6270452,0.5000932,0.64777786,0.4316503,-0.13235413,-0.33503193,-0.1539653,1.111713,-0.021071818,0.92597806,-0.083234265,-1.3150898,-0.09701311,0.10551479,1.3528981,1.1644245,0.5611469,0.55699426,-0.78888834,-0.48074445,0.8027765,0.7869036,-0.53106266,0.51429754,-0.72508293,1.0465102,0.19484894,0.09031211,1.0369709,0.82630926,-1.991091,1.0432014
552,bone,458.57297,-10.543505,-0.68775153,0.54481775,-0.2418583,0.27284408,0.014974166,-0.01918567,0.13888092,-0.19634174,0.123329505,-0.36406937,0.049199168,-0.394507,-0.043384876,0.1712459,0.11050743,0.2600591,-0.057434574,0.31585523,-0.009131684,-0.15912506,0.010279488,-0.385587,-0.15690923,0.21664117,0.49440157,-1.1206598,0.54046386,0.50165045,-0.10673596,-0.031572763,-0.05020445,-0.050430033,0.17283025,0.15320201,0.25124913,-0.29804587,-0.04011988,0.470677,-0.038130358,0.2650472,0.64652395,0.48823243,-0.41652483,-0.11542594,0.009087953,0.021678012,-0.03589101,-0.535974,-0.2879124,-0.20910224,-0.10235889,-0.06762527,0.04976889,-0.090172604,0.17766684,0.054503426,0.073279396,0.2529157,-0.1008678,0.013324394,0.13158919,-0.22417931,0.23506548,-0.18466996,-0.12669931,0.018305806,-0.004780395,0.1476366,0.1083193,0.22389078,-0.3327301,-0.41170898,0.14263622,0.15883322,-0.25344184,-0.5518524,-0.20671427,-0.025656097,-0.44570908,-0.5171572,0.5889906,-0.040885497,-0.08184493,0.2920995,0.09570765,-0.4459339,-0.43068805,0.6767373,0.19978267,-0.07484716,-0.1468449,0.14074527,-0.17409703,-0.25257784,0.03358226,0.06829755,-0.0834697,0.22259867,-0.81396115,0.41894326
