,iexp,character,scattered_re_0,scattered_im_0,scattered_re_1,scattered_im_1,scattered_re_2,scattered_im_2,scattered_re_3,scattered_im_3,scattered_re_4,scattered_im_4,scattered_re_5,scattered_im_5,scattered_re_6,scattered_im_6,scattered_re_7,scattered_im_7,scattered_re_8,scattered_im_8,scattered_re_9,scattered_im_9,scattered_re_10,scattered_im_10,scattered_re_11,scattered_im_11,scattered_re_12,scattered_im_12,scattered_re_13,scattered_im_13,scattered_re_14,scattered_im_14,scattered_re_15,scattered_im_15,scattered_re_16,scattered_im_16,scattered_re_17,scattered_im_17
29,999,daisy,-0.4606623,-0.21144156,-0.18854797,-0.3575282,-0.1633369,-0.5217053,-0.25632325,0.51656437,-0.513415,0.39917538,-0.7046019,-0.27043834,0.06575351,0.3943926,0.10386169,0.48741558,-0.076519355,0.5099063,0.091325134,0.33112788,0.19585693,0.360273,0.35137567,0.6635476,-0.07479904,0.5321593,-0.3988392,0.6442641,-0.4883326,0.3016676,-0.63720286,-0.06680844,-0.2842363,-0.40665922,0.5790021,-0.6095399
30,999,mickey,-0.07667312,-0.18080603,0.14611882,-0.008593831,-0.17259532,-0.53096235,-0.12958257,0.21947251,-0.22014166,0.056638233,0.15155467,-0.23829348,0.27673426,0.33076537,0.32466426,0.40024817,0.44879314,0.58533,0.3350138,0.57447696,0.22682266,0.88392454,-0.5915383,0.74133766,-0.527956,0.46794784,-0.6028557,-0.23424485,-0.01753851,-0.10576571,0.109528854,-0.49865046,0.060165863,0.22397539,0.07397888,-0.17684822
31,999,mickey,0.0478488,0.24864855,-0.14643455,0.26623893,0.23916593,0.16593234,0.32893544,0.2801003,0.35507852,0.22838889,0.32860035,0.47847018,0.6205672,0.30067298,0.687741,0.42497316,0.65382385,0.6405357,0.40749246,0.5725049,0.210629,0.6573395,0.13746728,0.15539743,-0.21551321,0.330596,0.08561986,0.17336878,-0.56332225,0.7529957,-0.1182421,0.19284792,-0.74258995,-0.104756154,-0.21528704,0.08767241
32,999,daisy,-0.35858035,0.072052345,-0.23969807,-0.15552141,-0.16365923,-0.16351563,0.0097150095,0.58918136,-0.15594348,0.5252639,-0.35062099,-0.097117476,0.30639243,0.39941642,0.3382545,0.542838,0.19738339,0.52523935,0.12665881,0.32363433,0.19386055,0.28354982,0.5492354,0.48445344,-0.07104263,0.4041112,-0.2882289,0.59685665,-0.6717413,0.09514106,-0.60880333,-0.03306593,-0.27808142,-0.6037306,0.6221087,-0.5178726
33,999,mickey,0.039743625,0.32911488,-0.2388415,0.50250745,-0.75118965,-0.47477406,0.21776332,0.06095667,0.27976105,0.09700865,0.540994,0.35466582,0.1705382,-0.029098863,0.21027233,-0.024388904,0.28487444,0.035244215,0.08297084,0.036890205,-0.0043067974,0.06727042,-0.22541459,-0.3816377,-0.03850448,-0.0840851,0.22505207,-0.25495508,-0.14678809,0.25043887,0.25223705,0.14649351,-0.37638286,0.26036668,-0.31066248,-0.60533255
34,999,daisy,0.30841687,0.23082843,-0.27996174,0.26637405,0.4047852,-0.7451454,-0.10484286,-0.6249733,0.3203627,-0.42765558,0.3349556,0.38656887,-0.59037924,-0.04708842,-0.67941326,-0.3339217,-0.38416544,-0.7342101,-0.14395308,0.24100074,-0.13934565,0.33411035,-0.24723923,0.5831069,-0.009886162,0.4416761,-0.19948798,0.6118074,-0.46511388,0.27759215,-0.49503353,0.10919199,-0.32156178,-0.25768945,-0.25082654,-0.65371597
35,999,daisy,0.31598228,0.2386952,-0.28185186,0.24953578,0.45368844,-0.71741456,-0.0905251,-0.6364359,0.34433058,-0.43149006,0.32805467,0.3870613,-0.5748709,-0.05493575,-0.663007,-0.3441256,-0.34828755,-0.75244355,-0.124388434,0.24596864,-0.122129455,0.3465343,-0.24506833,0.60453224,-0.011404468,0.45281118,-0.20592359,0.61124784,-0.43943143,0.27147394,-0.49213666,0.10232194,-0.31009194,-0.24641453,-0.2455971,-0.6706906
36,999,mickey,0.212795,-0.09422997,0.49063465,0.31501064,-0.5418352,0.13180813,0.017024683,-0.12881039,-0.017490428,-0.1746169,0.6313663,-0.19178882,0.042008735,-0.021816546,0.017519208,-0.08386568,-0.036400236,-0.008380182,0.264939,0.008129127,0.3916,0.043621708,0.35630617,0.5594573,0.28852794,0.36463597,-0.05197297,0.5286916,-0.107648805,0.36473945,-0.35425746,0.10199261,0.024962667,0.036451235,-0.7003798,0.36085588
37,999,daisy,-0.1643886,0.026129384,-0.13590112,-0.2046594,0.39677754,0.3283794,0.06815904,0.13960281,3.574506e-05,0.19299099,-0.29507816,0.18130617,0.13836071,0.017262913,0.16093975,0.04844499,0.19324985,0.1377462,0.08106269,-0.038041376,0.054247487,-0.07469655,0.07643073,-0.41658646,0.1405995,-0.091206126,0.366652,-0.045763217,-0.3960439,0.43786457,0.110538214,0.29587725,-0.45884204,0.102390535,-0.59542847,-0.07340501
38,999,daisy,0.45830134,-0.14078104,-0.3015044,0.30334044,0.03229083,0.7205778,-0.42381623,-0.108582534,-0.05557521,-0.58340526,-0.38757205,0.5070025,-0.031922698,0.28845146,-0.27546412,0.38407257,-0.9476835,-0.2631091,0.17208971,-0.03685491,0.2615438,-0.08980141,0.67661124,-0.045310825,0.43556905,-0.04622035,0.60135657,0.23070519,0.14575167,0.5612982,-0.0021990228,0.51667017,-0.43233392,0.15539233,0.06338117,-0.2233115
39,999,mickey,-0.13413534,0.30730477,-0.25286984,0.2832877,0.10367312,0.13849968,0.34236297,0.4878635,0.2693884,0.4797233,0.2695986,0.71392614,0.6318473,0.3843585,0.68283474,0.5317027,0.53132224,0.82970154,0.35061383,0.44079792,0.20001553,0.38806552,0.42749757,-0.109789744,0.07505306,0.14137815,0.46382993,0.22289266,-0.21087494,0.8211866,-0.0046254755,0.50489306,-0.6802081,0.12556276,-0.6341519,0.32066756
40,999,daisy,-0.40491235,-0.46889424,0.1367494,-0.32723427,0.22716942,0.35257724,-0.40914404,0.3384667,-0.7727621,0.18901698,-0.46008053,-0.021883564,-0.13983098,0.16117924,-0.13239595,0.19254285,-0.3574047,0.31661838,0.053611804,-0.0661135,0.3082933,-0.021911021,0.020117497,0.7702418,0.12209352,0.37469742,-0.450366,0.3756255,-0.10874089,0.86013126,-0.41247275,-0.20733064,0.031478886,0.20305893,-0.071077704,-0.12258651
41,999,daisy,0.0057218317,0.20627871,-0.08585156,0.27600238,-0.18210347,0.18098485,0.15868673,0.18558167,0.18034826,0.18665808,0.30543265,0.29767668,0.22907847,0.23015772,0.26023188,0.28926048,0.27420625,0.4233979,0.034189627,0.3674673,-0.1083291,0.42367846,-0.37033013,0.24683209,-0.34761095,0.03980215,-0.22715181,-0.24402177,0.10865812,-0.07388731,0.17632839,-0.21758452,0.1331198,0.13167933,-0.2335889,0.078440584
42,999,mickey,0.279209,0.5429967,-0.060796153,0.43959227,-0.41938084,0.5875948,0.6666736,-0.11389718,0.79794246,0.06873658,0.49689338,0.3235034,0.4731606,-0.29234785,0.5752019,-0.33870232,0.8323106,-0.40382394,0.3831957,-0.0016930059,0.3639077,0.0765931,0.13987018,0.18277635,0.032517746,0.24030681,-0.101696245,0.11696412,0.052663017,0.38934326,-0.10276726,-0.059198186,-0.061974525,0.064720236,0.08565986,0.41669086
43,999,mickey,0.13390136,0.14854938,-0.09788426,0.016752912,0.90371805,0.20853786,0.22292568,-0.09614587,0.36009055,-0.06432082,0.21519043,0.17123143,0.35125098,0.054998893,0.43777066,0.046134528,0.78496957,0.090447195,0.37308356,0.5460505,0.17883447,0.8598616,-0.61109823,0.61918765,-0.5810354,0.45082006,-0.5892779,-0.19304216,-0.62033975,0.117336065,0.033253916,-0.5218622,-0.070185296,-0.1595092,0.36379436,0.6157512
44,999,daisy,-0.21503456,-0.1806849,-0.01015638,-0.71226674,0.39300075,-0.08517499,-0.07670747,-0.03616797,-0.1471636,0.025737979,-0.8073843,-0.6618516,0.07670283,-0.28908265,0.09013631,-0.32636687,0.4078947,-0.61549425,0.3191005,-0.3876631,0.53246677,-0.22461686,-0.1652929,0.39240214,0.17370324,0.13316907,-0.3083238,-0.207003,0.19170807,0.008452792,0.13041368,-0.37700447,0.4670586,0.5128136,-0.46525532,0.38785747
45,999,mickey,-0.64948034,0.013927166,-0.005725855,-0.64581865,-0.50834036,0.35973606,0.17236215,0.68300664,-0.19990481,0.8794108,-0.81686354,-0.17220314,0.39454982,0.37667617,0.4880468,0.51407206,0.54887295,0.9671001,0.036281966,0.3031363,-0.014976505,0.19213718,0.26953623,0.3669765,-0.11173294,0.041152228,-0.1338779,0.1492088,0.696733,0.13796113,-0.122875154,-0.050302383,0.23462106,-0.0062196865,0.95186293,0.100961566
46,999,daisy,0.1447015,0.18592373,0.039522115,0.31369212,-0.15185015,0.4357104,0.19424875,0.05588034,0.25308496,0.03953613,0.38462672,0.19178937,0.23049687,0.1231059,0.2661353,0.15544124,0.31833932,0.22408178,0.10036475,0.32262793,-0.017995121,0.42827478,-0.40006846,0.37143466,-0.3504837,0.11584862,-0.33640042,-0.24328808,0.27559802,-0.14690128,0.16082896,-0.3089522,0.24113669,0.20085679,-0.12243228,-0.01851135
47,999,daisy,0.27604872,-0.26546058,0.008558666,0.5770036,-0.033683546,0.71780634,-0.18050979,0.069681585,-0.24011625,-0.41685593,0.30780852,0.62800175,0.2744477,-0.05705108,0.23223564,0.07547805,-0.45276305,0.020825882,0.4241125,-0.2743305,0.5861598,-0.25332054,0.83507544,-0.07840758,0.4432797,0.108072445,0.32660326,0.23819856,0.12413709,0.28180802,-0.09777452,0.24907576,-0.15776631,0.06847921,0.13091947,-0.003026885
48,999,mickey,0.2417264,-0.4727431,0.343985,0.14530829,-0.08962693,0.2631517,-0.3191841,-0.054555073,-0.41649714,-0.49150893,0.071037985,-0.37878835,-0.021342034,-0.14455777,-0.015046469,-0.013124603,-0.37780133,-0.05913259,-0.025987925,-0.18462688,0.031255458,-0.0559373,-0.39971066,0.063136324,-0.3113884,-0.06636911,-0.48814777,-0.5188791,0.18946135,-0.21883954,0.20929785,-0.5501061,0.3236383,0.16228788,0.84846956,0.099163145
49,999,mickey,0.5816752,-0.4846843,0.35203344,-0.046176594,0.14254121,0.714348,-0.6401151,-0.41672406,-0.28911087,-0.85137576,-0.35480645,-0.6678723,-0.47535044,0.27913955,-0.71354634,0.31681302,-1.2162256,-0.19602324,-0.28717545,0.1612262,-0.33511218,0.105106585,-0.016356181,-0.066442594,-0.011107629,-0.13514625,0.25903976,0.07068237,-0.3819743,0.24543451,-0.024246596,0.26501104,-0.4063581,-0.1824133,0.14241731,-0.16843043
50,999,daisy,-0.10261465,-0.15693343,0.27863675,-0.20267385,-0.5340801,-0.1677663,-0.15840128,0.025668912,-0.25938693,0.050565455,-0.20927048,-0.63962615,-0.22327979,-0.0020570678,-0.25302142,-0.015577673,-0.2653421,0.02371897,-0.20791367,-0.1756554,-0.1433874,-0.28506988,0.21120553,-0.24924247,0.14761709,-0.1561192,0.1411555,0.11550829,-0.22373223,-0.34857658,-0.089441106,0.1132501,0.07548948,-0.26988497,-0.3136155,0.2261205
51,999,daisy,-0.01901791,0.108948775,-0.06908327,0.58947086,-0.24142551,0.02180096,0.42956972,0.4226612,0.12173574,0.23505448,0.5348315,0.54739916,0.5729152,-0.052450694,0.7715085,0.20597495,0.18668301,0.83068115,-0.048520964,0.05570102,-0.27092433,-0.115404844,0.34856418,-0.5705043,-0.25370133,-0.37380764,0.12616785,-0.31786007,0.79302895,-0.37861884,0.24539043,0.01305848,0.28126022,-0.06903296,0.5808352,-0.13253722
52,999,daisy,-0.299154,-0.018781466,-0.16883779,-0.4059575,0.18347852,0.5852428,0.0117276115,0.22156897,-0.10095648,0.3028943,-0.6265337,0.11040528,0.1356403,0.10567989,0.17887796,0.13034886,0.30604982,0.21462843,0.11042194,0.12333048,0.10521323,0.17556304,-0.06753859,0.15750045,-0.0788632,0.13513783,-0.11456466,0.024632648,-0.31593767,0.30685553,-0.052665196,-0.08031599,-0.12365949,-0.044108734,0.014396806,0.38364223
53,999,daisy,0.17813791,0.16159862,0.11555144,-0.043340188,-0.17844453,0.9296665,0.35372594,-0.3766008,0.4145401,-0.15307735,-0.112073496,-0.04193913,0.044862565,-0.3396484,0.20918986,-0.5077213,0.7685988,-0.4589519,0.20658134,0.25900397,0.09869776,0.5624202,-0.8133142,0.2430056,-0.441483,0.5146911,-0.57540554,-0.06463587,-0.4808631,0.13235803,-0.105119415,-0.3759256,-0.36424732,-0.002932508,0.71124357,-0.098524295
